Sentence,Label,Supar_CDS,Stanza_off_the_shelf,Gold_annotation
digger digger going to dig Smarties .,"subject, present_progressive","1	digger	_	_	_	_	3	reparandum	_	_
2	digger	_	_	_	_	1	conj	_	_
3	going	_	_	_	_	0	root	_	_
4	to	_	_	_	_	5	mark	_	_
5	dig	_	_	_	_	3	xcomp	_	_
6	Smarties	_	_	_	_	5	obj	_	_
7	.	_	_	_	_	1	punct	_	_","1	digger	_	NOUN	NN	_	2	compound	_	_
2	digger	_	NOUN	NN	_	3	nsubj	_	_
3	going	_	VERB	VBG	_	0	root	_	_
4	to	_	ADP	IN	_	6	case	_	_
5	dig	_	VERB	VB	_	6	compound	_	_
6	Smarties	_	PROPN	NNPS	_	3	obl	_	_
7	.	_	PUNCT	.	_	3	punct	_	_",
put digger it's in the pot .,subject,"1	put	_	_	_	_	0	root	_	_
2	digger	_	_	_	_	1	obj	_	_
3	it's	_	_	_	_	6	cop	_	_
4	in	_	_	_	_	6	case	_	_
5	the	_	_	_	_	6	det	_	_
6	pot	_	_	_	_	1	parataxis	_	_
7	.	_	_	_	_	1	punct	_	_","1	put	_	VERB	VB	_	0	root	_	_
2	digger	_	NOUN	NN	_	1	obj	_	_
3	it	_	PRON	PRP	_	7	nsubj	_	_
4	's	_	AUX	VBZ	_	7	cop	_	_
5	in	_	ADP	IN	_	7	case	_	_
6	the	_	DET	DT	_	7	det	_	_
7	pot	_	NOUN	NN	_	1	advcl	_	_
8	.	_	PUNCT	.	_	1	punct	_	_",
this can't fit on .,object,"1	this	_	_	_	_	3	nsubj	_	_
2	can't	_	_	_	_	3	aux	_	_
3	fit	_	_	_	_	0	root	_	_
4	on	_	_	_	_	3	advmod	_	_
5	.	_	_	_	_	3	punct	_	_","1	this	_	PRON	DT	_	4	nsubj	_	_
2	ca	_	AUX	MD	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	fit	_	VERB	VB	_	0	root	_	_
5	on	_	ADP	IN	_	4	advmod	_	_
6	.	_	PUNCT	.	_	4	punct	_	_",
this one can't fit on .,object,"1	this	_	_	_	_	2	det	_	_
2	one	_	_	_	_	4	nsubj	_	_
3	can't	_	_	_	_	4	aux	_	_
4	fit	_	_	_	_	0	root	_	_
5	on	_	_	_	_	4	advmod	_	_
6	.	_	_	_	_	4	punct	_	_","1	this	_	DET	DT	_	2	det	_	_
2	one	_	NOUN	NN	_	5	nsubj	_	_
3	ca	_	AUX	MD	_	5	aux	_	_
4	n't	_	PART	RB	_	5	advmod	_	_
5	fit	_	VERB	VB	_	0	root	_	_
6	on	_	ADP	IN	_	5	advmod	_	_
7	.	_	PUNCT	.	_	5	punct	_	_",
boxes can't fit .,determiner,"1	boxes	_	_	_	_	3	nsubj	_	_
2	can't	_	_	_	_	3	advmod	_	_
3	fit	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	boxes	_	NOUN	NNS	_	4	nsubj	_	_
2	ca	_	AUX	MD	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	fit	_	VERB	VB	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
boxes can't fit .,determiner,"1	boxes	_	_	_	_	3	nsubj	_	_
2	can't	_	_	_	_	3	advmod	_	_
3	fit	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	boxes	_	NOUN	NNS	_	4	nsubj	_	_
2	ca	_	AUX	MD	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	fit	_	VERB	VB	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
it coming out !,verb,"1	it	_	_	_	_	2	nsubj	_	_
2	coming	_	_	_	_	0	root	_	_
3	out	_	_	_	_	2	advmod	_	_
4	!	_	_	_	_	2	punct	_	_","1	it	_	PRON	PRP	_	2	nsubj	_	_
2	coming	_	VERB	VBG	_	0	root	_	_
3	out	_	ADP	RP	_	2	compound:prt	_	_
4	!	_	PUNCT	.	_	2	punct	_	_",
you you sitting on .,"present_progressive, object","1	you	_	_	_	_	2	reparandum	_	_
2	you	_	_	_	_	3	nsubj	_	_
3	sitting	_	_	_	_	0	root	_	_
4	on	_	_	_	_	3	obl	_	_
5	.	_	_	_	_	3	punct	_	_","1	you	_	PRON	PRP	_	3	nsubj	_	_
2	you	_	PRON	PRP	_	3	nsubj	_	_
3	sitting	_	VERB	VBG	_	0	root	_	_
4	on	_	ADP	IN	_	3	obl	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
a poorly there .,"verb, other","1	a	_	_	_	_	2	discourse	_	_
2	poorly	_	_	_	_	3	advmod	_	_
3	there	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	a	_	DET	DT	_	3	det	_	_
2	poorly	_	ADV	RB	_	3	advmod	_	_
3	there	_	ADV	RB	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
don't want kiss it better .,"subject, tense_aspect","1	don't	_	_	_	_	2	aux	_	_
2	want	_	_	_	_	0	root	_	_
3	kiss	_	_	_	_	2	xcomp	_	_
4	it	_	_	_	_	3	obj	_	_
5	better	_	_	_	_	3	advmod	_	_
6	.	_	_	_	_	2	punct	_	_","1	do	_	AUX	VBP	_	3	aux	_	_
2	n't	_	PART	RB	_	3	advmod	_	_
3	want	_	VERB	VB	_	0	root	_	_
4	kiss	_	VERB	VB	_	3	xcomp	_	_
5	it	_	PRON	PRP	_	4	obj	_	_
6	better	_	ADJ	JJR	_	4	xcomp	_	_
7	.	_	PUNCT	.	_	3	punct	_	_",
mummy have another apple ?,sv_agreement,"1	mummy	_	_	_	_	2	vocative	_	_
2	have	_	_	_	_	0	root	_	_
3	another	_	_	_	_	4	det	_	_
4	apple	_	_	_	_	2	obj	_	_
5	?	_	_	_	_	2	punct	_	_","1	mummy	_	NOUN	NN	_	2	nsubj	_	_
2	have	_	VERB	VB	_	0	root	_	_
3	another	_	DET	DT	_	4	det	_	_
4	apple	_	NOUN	NN	_	2	obj	_	_
5	?	_	PUNCT	.	_	2	punct	_	_",
mummy get orange .,"sv_agreement, determiner","1	mummy	_	_	_	_	2	vocative	_	_
2	get	_	_	_	_	0	root	_	_
3	orange	_	_	_	_	2	obj	_	_
4	.	_	_	_	_	2	punct	_	_","1	mummy	_	NOUN	NN	_	2	nsubj	_	_
2	get	_	VERB	VB	_	0	root	_	_
3	orange	_	ADJ	JJ	_	2	xcomp	_	_
4	.	_	PUNCT	.	_	2	punct	_	_",
you go away because Jack want a come .,"sv_agreement, tense_aspect","1	you	_	_	_	_	2	nsubj	_	_
2	go	_	_	_	_	0	root	_	_
3	away	_	_	_	_	2	advmod	_	_
4	because	_	_	_	_	6	mark	_	_
5	Jack	_	_	_	_	6	nsubj	_	_
6	want	_	_	_	_	2	advcl	_	_
7	a	_	_	_	_	8	det	_	_
8	come	_	_	_	_	6	xcomp	_	_
9	.	_	_	_	_	2	punct	_	_","1	you	_	PRON	PRP	_	2	nsubj	_	_
2	go	_	VERB	VBP	_	0	root	_	_
3	away	_	ADV	RB	_	2	advmod	_	_
4	because	_	SCONJ	IN	_	6	mark	_	_
5	Jack	_	PROPN	NNP	_	6	nsubj	_	_
6	want	_	VERB	VBP	_	2	advcl	_	_
7	a	_	DET	DT	_	8	det	_	_
8	come	_	NOUN	NN	_	6	obj	_	_
9	.	_	PUNCT	.	_	2	punct	_	_",
"nothing have to come , Jack .",sv_agreement,"1	nothing	_	_	_	_	2	nsubj	_	_
2	have	_	_	_	_	0	root	_	_
3	to	_	_	_	_	4	mark	_	_
4	come	_	_	_	_	2	xcomp	_	_
5	,	_	_	_	_	2	vocative	_	_
6	Jack	_	_	_	_	2	vocative	_	_
7	.	_	_	_	_	2	punct	_	_","1	nothing	_	PRON	NN	_	2	nsubj	_	_
2	have	_	VERB	VBP	_	0	root	_	_
3	to	_	PART	TO	_	4	mark	_	_
4	come	_	VERB	VB	_	2	xcomp	_	_
5	,	_	PUNCT	,	_	6	punct	_	_
6	Jack	_	PROPN	NNP	_	4	vocative	_	_
7	.	_	PUNCT	.	_	2	punct	_	_",
"I'm sorry I made poo in my pants , I am .",object,"1	I'm	_	_	_	_	2	cop	_	_
2	sorry	_	_	_	_	0	root	_	_
3	I	_	_	_	_	4	nsubj	_	_
4	made	_	_	_	_	2	ccomp	_	_
5	poo	_	_	_	_	4	obj	_	_
6	in	_	_	_	_	8	case	_	_
7	my	_	_	_	_	8	nmod:poss	_	_
8	pants	_	_	_	_	4	obl	_	_
9	,	_	_	_	_	11	mark	_	_
10	I	_	_	_	_	11	nsubj	_	_
11	am	_	_	_	_	2	parataxis	_	_
12	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	'm	_	AUX	VBP	_	3	cop	_	_
3	sorry	_	ADJ	JJ	_	0	root	_	_
4	I	_	PRON	PRP	_	5	nsubj	_	_
5	made	_	VERB	VBD	_	3	ccomp	_	_
6	poo	_	NOUN	NN	_	5	obj	_	_
7	in	_	ADP	IN	_	9	case	_	_
8	my	_	PRON	PRP$	_	9	nmod:poss	_	_
9	pants	_	NOUN	NNS	_	5	obl	_	_
10	,	_	PUNCT	,	_	12	punct	_	_
11	I	_	PRON	PRP	_	12	nsubj	_	_
12	am	_	AUX	VBP	_	3	parataxis	_	_
13	.	_	PUNCT	.	_	3	punct	_	_",
which house she go to ?,auxiliary,"1	which	_	_	_	_	2	det	_	_
2	house	_	_	_	_	4	obl	_	_
3	she	_	_	_	_	4	nsubj	_	_
4	go	_	_	_	_	0	root	_	_
5	to	_	_	_	_	2	case	_	_
6	?	_	_	_	_	4	punct	_	_","1	which	_	DET	WDT	_	2	det	_	_
2	house	_	NOUN	NN	_	4	obj	_	_
3	she	_	PRON	PRP	_	4	nsubj	_	_
4	go	_	VERB	VB	_	0	root	_	_
5	to	_	ADP	IN	_	4	obl	_	_
6	?	_	PUNCT	.	_	4	punct	_	_",
if I put my finger in your eye then it hurt and you go doctor's .,"tense_aspect, preposition","1	if	_	_	_	_	3	mark	_	_
2	I	_	_	_	_	3	nsubj	_	_
3	put	_	_	_	_	11	advcl	_	_
4	my	_	_	_	_	5	nmod:poss	_	_
5	finger	_	_	_	_	3	obj	_	_
6	in	_	_	_	_	8	case	_	_
7	your	_	_	_	_	8	nmod:poss	_	_
8	eye	_	_	_	_	3	obl	_	_
9	then	_	_	_	_	11	advmod	_	_
10	it	_	_	_	_	11	nsubj	_	_
11	hurt	_	_	_	_	0	root	_	_
12	and	_	_	_	_	14	cc	_	_
13	you	_	_	_	_	14	nsubj	_	_
14	go	_	_	_	_	11	conj	_	_
15	doctor's	_	_	_	_	14	obl	_	_
16	.	_	_	_	_	11	punct	_	_","1	if	_	SCONJ	IN	_	3	mark	_	_
2	I	_	PRON	PRP	_	3	nsubj	_	_
3	put	_	VERB	VBD	_	11	advcl	_	_
4	my	_	PRON	PRP$	_	5	nmod:poss	_	_
5	finger	_	NOUN	NN	_	3	obj	_	_
6	in	_	ADP	IN	_	8	case	_	_
7	your	_	PRON	PRP$	_	8	nmod:poss	_	_
8	eye	_	NOUN	NN	_	3	obl	_	_
9	then	_	ADV	RB	_	11	advmod	_	_
10	it	_	PRON	PRP	_	11	nsubj	_	_
11	hurt	_	VERB	VBD	_	0	root	_	_
12	and	_	CCONJ	CC	_	14	cc	_	_
13	you	_	PRON	PRP	_	14	nsubj	_	_
14	go	_	VERB	VBP	_	11	conj	_	_
15	doctor	_	NOUN	NN	_	14	obj	_	_
16	's	_	PART	POS	_	15	case	_	_
17	.	_	PUNCT	.	_	11	punct	_	_",
there's hat .,determiner,"1	there's	_	_	_	_	0	root	_	_
2	hat	_	_	_	_	1	nsubj	_	_
3	.	_	_	_	_	1	punct	_	_","1	there	_	PRON	EX	_	2	expl	_	_
2	's	_	VERB	VBZ	_	0	root	_	_
3	hat	_	NOUN	NN	_	2	nsubj	_	_
4	.	_	PUNCT	.	_	2	punct	_	_",
oh what's these ?,sv_agreement,"1	oh	_	_	_	_	2	discourse	_	_
2	what's	_	_	_	_	0	root	_	_
3	these	_	_	_	_	2	nsubj	_	_
4	?	_	_	_	_	2	punct	_	_","1	oh	_	INTJ	UH	_	2	discourse	_	_
2	what	_	PRON	WP	_	0	root	_	_
3	's	_	AUX	VBZ	_	4	cop	_	_
4	these	_	PRON	DT	_	2	nsubj	_	_
5	?	_	PUNCT	.	_	2	punct	_	_",
shoe shoe shoe shoe shoe .,determiner,"1	shoe	_	_	_	_	0	root	_	_
2	shoe	_	_	_	_	1	conj	_	_
3	shoe	_	_	_	_	1	conj	_	_
4	shoe	_	_	_	_	1	conj	_	_
5	shoe	_	_	_	_	1	conj	_	_
6	.	_	_	_	_	1	punct	_	_","1	shoe	_	NOUN	NN	_	2	compound	_	_
2	shoe	_	NOUN	NN	_	3	compound	_	_
3	shoe	_	NOUN	NN	_	4	compound	_	_
4	shoe	_	NOUN	NN	_	5	compound	_	_
5	shoe	_	NOUN	NN	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_","1	Shoe	shoe	NOUN	NN	_	0	root	0:root	_
2	shoe	shoe	NOUN	NN	_	1	conj	1:conj	_
3	shoe	shoe	NOUN	NN	_	1	conj	1:conj	_
4	shoe	shoe	NOUN	NN	_	1	conj	1:conj	_
5	shoe	shoe	NOUN	NN	_	1	conj	1:conj	SpaceAfter=No
6	.	.	PUNCT	.	_	1	punct	1:punct	_
"
watch strap .,determiner,"1	watch	_	_	_	_	2	compound	_	_
2	strap	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	watch	_	VERB	VB	_	0	root	_	_
2	strap	_	NOUN	NN	_	1	obj	_	_
3	.	_	PUNCT	.	_	1	punct	_	_","1	Watch	watch	VERB	VB	_	2	compound	2:compound	_
2	strap	strap	NOUN	NN	_	0	root	0:root	SpaceAfter=No
3	.	.	PUNCT	.	_	2	punct	2:punct	_
"
poo nice .,"determiner, verb","1	poo	_	_	_	_	2	nsubj	_	_
2	nice	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	poo	_	VERB	VB	_	0	root	_	_
2	nice	_	ADJ	JJ	_	1	xcomp	_	_
3	.	_	PUNCT	.	_	1	punct	_	_","1	Poo	poo	NOUN	NN	_	2	nsubj	2:nsubj	_
2	nice	nice	ADJ	JJ	_	0	root	0:root	SpaceAfter=No
3	.	.	PUNCT	.	_	2	punct	2:punct	_
"
poo nice .,"determiner, verb","1	poo	_	_	_	_	2	nsubj	_	_
2	nice	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	poo	_	VERB	VB	_	0	root	_	_
2	nice	_	ADJ	JJ	_	1	xcomp	_	_
3	.	_	PUNCT	.	_	1	punct	_	_","1	Poo	poo	NOUN	NN	_	2	nsubj	2:nsubj	_
2	nice	nice	ADJ	JJ	_	0	root	0:root	SpaceAfter=No
3	.	.	PUNCT	.	_	2	punct	2:punct	_
"
poo nice .,"determiner, verb","1	poo	_	_	_	_	2	nsubj	_	_
2	nice	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	poo	_	VERB	VB	_	0	root	_	_
2	nice	_	ADJ	JJ	_	1	xcomp	_	_
3	.	_	PUNCT	.	_	1	punct	_	_","1	Poo	poo	NOUN	NN	_	2	nsubj	2:nsubj	_
2	nice	nice	ADJ	JJ	_	0	root	0:root	SpaceAfter=No
3	.	.	PUNCT	.	_	2	punct	2:punct	_
"
Dadda chair .,possessive,"1	Dadda	_	_	_	_	2	nmod:poss	_	_
2	chair	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	Dadda	_	PROPN	NNP	_	2	compound	_	_
2	chair	_	NOUN	NN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Dadda	Dadda	PROPN	NNP	_	2	nmod:poss	2:nmod:poss	_
2	chair	chair	NOUN	NN	_	0	root	0:root	SpaceAfter=No
3	.	.	PUNCT	.	_	2	punct	2:punct	_
"
mess two .,"subject, verb, other","1	mess	_	_	_	_	0	root	_	_
2	two	_	_	_	_	1	nummod	_	_
3	.	_	_	_	_	1	punct	_	_","1	mess	_	VERB	VB	_	0	root	_	_
2	two	_	NUM	CD	_	1	obj	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
because the dog .,preposition,"1	because	_	_	_	_	3	mark	_	_
2	the	_	_	_	_	3	det	_	_
3	dog	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	because	_	ADP	IN	_	3	case	_	_
2	the	_	DET	DT	_	3	det	_	_
3	dog	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
because the dog .,preposition,"1	because	_	_	_	_	3	mark	_	_
2	the	_	_	_	_	3	det	_	_
3	dog	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	because	_	ADP	IN	_	3	case	_	_
2	the	_	DET	DT	_	3	det	_	_
3	dog	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
what that ?,verb,"1	what	_	_	_	_	0	root	_	_
2	that	_	_	_	_	1	nsubj	_	_
3	?	_	_	_	_	1	punct	_	_","1	what	_	DET	WDT	_	2	det:predet	_	_
2	that	_	PRON	DT	_	0	root	_	_
3	?	_	PUNCT	.	_	2	punct	_	_","1	What	what	DET	WDT	_	0	root	0:root	_
2	that	that	PRON	DT	_	1	nsubj	1:nsubj	SpaceAfter=No
3	?	?	PUNCT	.	_	1	punct	1:punct	_
"
now what we should make ?,auxiliary,"1	now	_	_	_	_	5	advmod	_	_
2	what	_	_	_	_	5	obj	_	_
3	we	_	_	_	_	5	nsubj	_	_
4	should	_	_	_	_	5	aux	_	_
5	make	_	_	_	_	0	root	_	_
6	?	_	_	_	_	5	punct	_	_","1	now	_	ADV	RB	_	2	advmod	_	_
2	what	_	PRON	WP	_	0	root	_	_
3	we	_	PRON	PRP	_	5	nsubj	_	_
4	should	_	AUX	MD	_	5	aux	_	_
5	make	_	VERB	VB	_	2	acl:relcl	_	_
6	?	_	PUNCT	.	_	2	punct	_	_",
now what we should make ?,auxiliary,"1	now	_	_	_	_	5	advmod	_	_
2	what	_	_	_	_	5	obj	_	_
3	we	_	_	_	_	5	nsubj	_	_
4	should	_	_	_	_	5	aux	_	_
5	make	_	_	_	_	0	root	_	_
6	?	_	_	_	_	5	punct	_	_","1	now	_	ADV	RB	_	2	advmod	_	_
2	what	_	PRON	WP	_	0	root	_	_
3	we	_	PRON	PRP	_	5	nsubj	_	_
4	should	_	AUX	MD	_	5	aux	_	_
5	make	_	VERB	VB	_	2	acl:relcl	_	_
6	?	_	PUNCT	.	_	2	punct	_	_",
yup and made play dough .,subject,"1	yup	_	_	_	_	3	discourse	_	_
2	and	_	_	_	_	3	cc	_	_
3	made	_	_	_	_	0	root	_	_
4	play	_	_	_	_	5	compound	_	_
5	dough	_	_	_	_	3	obj	_	_
6	.	_	_	_	_	3	punct	_	_","1	yup	_	INTJ	UH	_	3	discourse	_	_
2	and	_	CCONJ	CC	_	3	cc	_	_
3	made	_	VERB	VBN	_	0	root	_	_
4	play	_	VERB	VB	_	3	xcomp	_	_
5	dough	_	NOUN	NN	_	4	obj	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
on a on a guitar pluck .,other,"1	on	_	_	_	_	2	case	_	_
2	a	_	_	_	_	3	reparandum	_	_
3	on	_	_	_	_	6	case	_	_
4	a	_	_	_	_	6	det	_	_
5	guitar	_	_	_	_	6	compound	_	_
6	pluck	_	_	_	_	0	root	_	_
7	.	_	_	_	_	6	punct	_	_","1	on	_	ADP	IN	_	6	case	_	_
2	a	_	DET	DT	_	6	det	_	_
3	on	_	ADP	IN	_	6	case	_	_
4	a	_	DET	DT	_	6	det	_	_
5	guitar	_	NOUN	NN	_	6	compound	_	_
6	pluck	_	NOUN	NN	_	0	root	_	_
7	.	_	PUNCT	.	_	6	punct	_	_",
is dog ?,"subject, determiner","1	is	_	_	_	_	0	root	_	_
2	dog	_	_	_	_	1	nsubj	_	_
3	?	_	_	_	_	1	punct	_	_","1	is	_	AUX	VBZ	_	2	cop	_	_
2	dog	_	NOUN	NN	_	0	root	_	_
3	?	_	PUNCT	.	_	2	punct	_	_",
I wanna .,object,"1	I	_	_	_	_	2	nsubj	_	_
2	wanna	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	2	nsubj	_	_
2	wan	_	VERB	VBP	_	0	root	_	_
3	na	_	PART	TO	_	2	xcomp	_	_
4	.	_	PUNCT	.	_	2	punct	_	_",
elephant's eating the peas .,determiner,"1	elephant's	_	_	_	_	2	nsubj	_	_
2	eating	_	_	_	_	0	root	_	_
3	the	_	_	_	_	4	det	_	_
4	peas	_	_	_	_	2	obj	_	_
5	.	_	_	_	_	2	punct	_	_","1	elephant	_	NOUN	NN	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	aux	_	_
3	eating	_	VERB	VBG	_	0	root	_	_
4	the	_	DET	DT	_	5	det	_	_
5	peas	_	NOUN	NNS	_	3	obj	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
that for peanut for him .,"verb, determiner","1	that	_	_	_	_	3	nsubj	_	_
2	for	_	_	_	_	3	case	_	_
3	peanut	_	_	_	_	0	root	_	_
4	for	_	_	_	_	5	case	_	_
5	him	_	_	_	_	3	nmod	_	_
6	.	_	_	_	_	3	punct	_	_","1	that	_	PRON	DT	_	0	root	_	_
2	for	_	ADP	IN	_	3	case	_	_
3	peanut	_	NOUN	NN	_	1	nmod	_	_
4	for	_	ADP	IN	_	5	case	_	_
5	him	_	PRON	PRP	_	1	nmod	_	_
6	.	_	PUNCT	.	_	1	punct	_	_",
that peanuts .,"verb, plural","1	that	_	_	_	_	2	nsubj	_	_
2	peanuts	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	that	_	DET	DT	_	2	det	_	_
2	peanuts	_	NOUN	NNS	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_",
not play dough .,"subject, verb","1	not	_	_	_	_	3	advmod	_	_
2	play	_	_	_	_	3	compound	_	_
3	dough	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	not	_	PART	RB	_	2	advmod	_	_
2	play	_	VERB	VB	_	0	root	_	_
3	dough	_	NOUN	NN	_	2	obj	_	_
4	.	_	PUNCT	.	_	2	punct	_	_",
brown they are .,other,"1	brown	_	_	_	_	0	root	_	_
2	they	_	_	_	_	1	nsubj	_	_
3	are	_	_	_	_	1	cop	_	_
4	.	_	_	_	_	1	punct	_	_","1	brown	_	ADJ	JJ	_	0	root	_	_
2	they	_	PRON	PRP	_	3	nsubj	_	_
3	are	_	AUX	VBP	_	1	cop	_	_
4	.	_	PUNCT	.	_	1	punct	_	_",
got lot of play dough Mommy .,"subject, determiner","1	got	_	_	_	_	0	root	_	_
2	lot	_	_	_	_	1	obj	_	_
3	of	_	_	_	_	5	case	_	_
4	play	_	_	_	_	5	compound	_	_
5	dough	_	_	_	_	2	nmod	_	_
6	Mommy	_	_	_	_	1	vocative	_	_
7	.	_	_	_	_	1	punct	_	_","1	got	_	VERB	VBD	_	0	root	_	_
2	lot	_	NOUN	NN	_	1	obj	_	_
3	of	_	ADP	IN	_	5	case	_	_
4	play	_	NOUN	NN	_	5	compound	_	_
5	dough	_	NOUN	NN	_	2	nmod	_	_
6	Mommy	_	PROPN	NNP	_	5	flat	_	_
7	.	_	PUNCT	.	_	1	punct	_	_",
where's my little play dough Mommy ?,other,"1	where's	_	_	_	_	0	root	_	_
2	my	_	_	_	_	5	nmod:poss	_	_
3	little	_	_	_	_	5	amod	_	_
4	play	_	_	_	_	5	compound	_	_
5	dough	_	_	_	_	1	nsubj	_	_
6	Mommy	_	_	_	_	1	vocative	_	_
7	?	_	_	_	_	1	punct	_	_","1	where	_	ADV	WRB	_	0	root	_	_
2	's	_	AUX	VBZ	_	1	cop	_	_
3	my	_	PRON	PRP$	_	6	nmod:poss	_	_
4	little	_	ADJ	JJ	_	6	amod	_	_
5	play	_	NOUN	NN	_	6	compound	_	_
6	dough	_	NOUN	NN	_	1	nsubj	_	_
7	Mommy	_	PROPN	NNP	_	6	vocative	_	_
8	?	_	PUNCT	.	_	1	punct	_	_",
this this a fish on my tummy .,verb,"1	this	_	_	_	_	2	reparandum	_	_
2	this	_	_	_	_	4	nsubj	_	_
3	a	_	_	_	_	4	det	_	_
4	fish	_	_	_	_	0	root	_	_
5	on	_	_	_	_	7	case	_	_
6	my	_	_	_	_	7	nmod:poss	_	_
7	tummy	_	_	_	_	4	nmod	_	_
8	.	_	_	_	_	4	punct	_	_","1	this	_	PRON	DT	_	4	nsubj	_	_
2	this	_	PRON	DT	_	4	nsubj	_	_
3	a	_	DET	DT	_	4	det	_	_
4	fish	_	NOUN	NN	_	0	root	_	_
5	on	_	ADP	IN	_	7	case	_	_
6	my	_	PRON	PRP$	_	7	nmod:poss	_	_
7	tummy	_	NOUN	NN	_	4	nmod	_	_
8	.	_	PUNCT	.	_	4	punct	_	_",
that's to my fingers .,preposition,"1	that's	_	_	_	_	4	nsubj	_	_
2	to	_	_	_	_	4	case	_	_
3	my	_	_	_	_	4	nmod:poss	_	_
4	fingers	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	that	_	PRON	DT	_	5	nsubj	_	_
2	's	_	AUX	VBZ	_	5	cop	_	_
3	to	_	ADP	IN	_	5	case	_	_
4	my	_	PRON	PRP$	_	5	nmod:poss	_	_
5	fingers	_	NOUN	NNS	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_",
oh lookat lookat lookat .,object,"1	oh	_	_	_	_	2	discourse	_	_
2	lookat	_	_	_	_	0	root	_	_
3	lookat	_	_	_	_	2	conj	_	_
4	lookat	_	_	_	_	2	conj	_	_
5	.	_	_	_	_	2	punct	_	_","1	oh	_	INTJ	UH	_	4	discourse	_	_
2	lookat	_	INTJ	UH	_	4	discourse	_	_
3	lookat	_	PROPN	NNP	_	4	compound	_	_
4	lookat	_	NOUN	NN	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
let's a sandwich .,verb,"1	let's	_	_	_	_	0	root	_	_
2	a	_	_	_	_	3	det	_	_
3	sandwich	_	_	_	_	1	obj	_	_
4	.	_	_	_	_	1	punct	_	_","1	let	_	VERB	VB	_	0	root	_	_
2	's	_	PRON	PRP	_	1	iobj	_	_
3	a	_	DET	DT	_	4	det	_	_
4	sandwich	_	NOUN	NN	_	1	xcomp	_	_
5	.	_	PUNCT	.	_	1	punct	_	_",
eat it all up .,"verb, tense_aspect","1	eat	_	_	_	_	0	root	_	_
2	it	_	_	_	_	1	obj	_	_
3	all	_	_	_	_	4	advmod	_	_
4	up	_	_	_	_	1	compound:prt	_	_
5	.	_	_	_	_	1	punct	_	_","1	eat	_	VERB	VB	_	0	root	_	_
2	it	_	PRON	PRP	_	1	obj	_	_
3	all	_	DET	DT	_	4	det	_	_
4	up	_	ADP	RP	_	1	compound:prt	_	_
5	.	_	PUNCT	.	_	1	punct	_	_","1	Eat	eat	VERB	VB	_	0	root	0:root	_
2	it	it	PRON	PRP	_	1	obj	1:obj	_
3	all	all	ADV	DT	_	4	advmod	4:advmod	_
4	up	up	ADV	RP	_	1	advmod	1:advmod	SpaceAfter=No
5	?	?	PUNCT	.	_	1	punct	1:punct	_
"
is broken .,subject,"1	is	_	_	_	_	2	cop	_	_
2	broken	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	is	_	AUX	VBZ	_	2	aux:pass	_	_
2	broken	_	VERB	VBN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_",
