Sentence,Supar_CDS,Stanza_off_the_shelf,Gold_annotation
wee down .,"1	wee	_	_	_	_	0	root	_	_
2	down	_	_	_	_	1	advmod	_	_
3	.	_	_	_	_	2	punct	_	_","1	wee	_	VERB	VB	_	0	root	_	_
2	down	_	ADP	RP	_	1	compound:prt	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
wee down .,"1	wee	_	_	_	_	0	root	_	_
2	down	_	_	_	_	1	advmod	_	_
3	.	_	_	_	_	2	punct	_	_","1	wee	_	VERB	VB	_	0	root	_	_
2	down	_	ADP	RP	_	1	compound:prt	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
vroom vroom .,"1	vroom	_	_	_	_	0	root	_	_
2	vroom	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	vroom	_	NOUN	NN	_	2	compound	_	_
2	vroom	_	NOUN	NN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Vroom	vroom	NOUN	NN	_	0	root	0:root	_
2	vroom	vroom	NOUN	NN	_	1	conj	1:conj	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
choo choo .,"1	choo	_	_	_	_	0	root	_	_
2	choo	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	choo	_	PROPN	NNP	_	0	root	_	_
2	choo	_	PROPN	NNP	_	1	flat	_	_
3	.	_	PUNCT	.	_	1	punct	_	_","1	Choo	choo	PROPN	NNP	_	0	root	0:root	_
2	choo	choo	PROPN	NNP	_	1	conj	1:conj	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
there there .,"1	there	_	_	_	_	0	root	_	_
2	there	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	there	_	ADV	RB	_	0	root	_	_
2	there	_	ADV	RB	_	1	advmod	_	_
3	.	_	PUNCT	.	_	1	punct	_	_","1	There	there	ADV	RB	_	0	root	0:root	_
2	there	there	ADV	RB	_	1	conj	1:conj	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
there there .,"1	there	_	_	_	_	0	root	_	_
2	there	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	there	_	ADV	RB	_	0	root	_	_
2	there	_	ADV	RB	_	1	advmod	_	_
3	.	_	PUNCT	.	_	1	punct	_	_","1	There	there	ADV	RB	_	0	root	0:root	_
2	there	there	ADV	RB	_	1	conj	1:conj	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
all done now .,"1	all	_	_	_	_	2	advmod	_	_
2	done	_	_	_	_	0	root	_	_
3	now	_	_	_	_	2	advmod	_	_
4	.	_	_	_	_	2	punct	_	_","1	all	_	DET	DT	_	2	nsubj:pass	_	_
2	done	_	VERB	VBN	_	0	root	_	_
3	now	_	ADV	RB	_	2	advmod	_	_
4	.	_	PUNCT	.	_	2	punct	_	_",
shake shake .,"1	shake	_	_	_	_	0	root	_	_
2	shake	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	shake	_	VERB	VB	_	0	root	_	_
2	shake	_	NOUN	NN	_	1	obj	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
again again .,"1	again	_	_	_	_	0	root	_	_
2	again	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	again	_	ADV	RB	_	2	advmod	_	_
2	again	_	ADV	RB	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Again	again	ADV	RB	_	0	root	0:root	_
2	again	again	ADV	RB	_	1	conj	1:conj	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
one two three seven eight .,"1	one	_	_	_	_	0	root	_	_
2	two	_	_	_	_	1	conj	_	_
3	three	_	_	_	_	1	conj	_	_
4	seven	_	_	_	_	1	conj	_	_
5	eight	_	_	_	_	1	conj	_	_
6	.	_	_	_	_	1	punct	_	_","1	one	_	NUM	CD	_	3	compound	_	_
2	two	_	NUM	CD	_	3	compound	_	_
3	three	_	NUM	CD	_	5	nummod	_	_
4	seven	_	NUM	CD	_	5	nummod	_	_
5	eight	_	NUM	CD	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_",
one two three four five six seven eight nine ten eleven twelve fourteen .,"1	one	_	_	_	_	0	root	_	_
2	two	_	_	_	_	1	conj	_	_
3	three	_	_	_	_	1	conj	_	_
4	four	_	_	_	_	1	conj	_	_
5	five	_	_	_	_	1	conj	_	_
6	six	_	_	_	_	1	conj	_	_
7	seven	_	_	_	_	1	conj	_	_
8	eight	_	_	_	_	1	conj	_	_
9	nine	_	_	_	_	1	conj	_	_
10	ten	_	_	_	_	1	conj	_	_
11	eleven	_	_	_	_	1	conj	_	_
12	twelve	_	_	_	_	1	conj	_	_
13	fourteen	_	_	_	_	1	conj	_	_
14	.	_	_	_	_	1	punct	_	_","1	one	_	NUM	CD	_	3	compound	_	_
2	two	_	NUM	CD	_	3	compound	_	_
3	three	_	NUM	CD	_	4	compound	_	_
4	four	_	NUM	CD	_	5	compound	_	_
5	five	_	NUM	CD	_	6	compound	_	_
6	six	_	NUM	CD	_	8	compound	_	_
7	seven	_	NUM	CD	_	8	compound	_	_
8	eight	_	NUM	CD	_	9	compound	_	_
9	nine	_	NUM	CD	_	10	compound	_	_
10	ten	_	NUM	CD	_	11	compound	_	_
11	eleven	_	NUM	CD	_	12	compound	_	_
12	twelve	_	NUM	CD	_	0	root	_	_
13	fourteen	_	NUM	CD	_	12	compound	_	_
14	.	_	PUNCT	.	_	13	punct	_	_",
to pop in the food .,"1	to	_	_	_	_	2	mark	_	_
2	pop	_	_	_	_	0	root	_	_
3	in	_	_	_	_	5	case	_	_
4	the	_	_	_	_	5	det	_	_
5	food	_	_	_	_	2	obl	_	_
6	.	_	_	_	_	2	punct	_	_","1	to	_	PART	TO	_	2	mark	_	_
2	pop	_	VERB	VB	_	0	root	_	_
3	in	_	ADP	IN	_	2	compound:prt	_	_
4	the	_	DET	DT	_	5	det	_	_
5	food	_	NOUN	NN	_	2	obj	_	_
6	.	_	PUNCT	.	_	2	punct	_	_",
with on the beach .,"1	with	_	_	_	_	0	root	_	_
2	on	_	_	_	_	4	case	_	_
3	the	_	_	_	_	4	det	_	_
4	beach	_	_	_	_	1	obl	_	_
5	.	_	_	_	_	1	punct	_	_","1	with	_	ADP	IN	_	4	case	_	_
2	on	_	ADP	IN	_	4	case	_	_
3	the	_	DET	DT	_	4	det	_	_
4	beach	_	NOUN	NN	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
for Mickey mouse .,"1	for	_	_	_	_	2	case	_	_
2	Mickey	_	_	_	_	0	root	_	_
3	mouse	_	_	_	_	2	flat	_	_
4	.	_	_	_	_	2	punct	_	_","1	for	_	ADP	IN	_	3	case	_	_
2	Mickey	_	PROPN	NNP	_	3	compound	_	_
3	mouse	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
see um get this .,"1	see	_	_	_	_	0	root	_	_
2	um	_	_	_	_	1	discourse	_	_
3	get	_	_	_	_	1	parataxis	_	_
4	this	_	_	_	_	3	obj	_	_
5	.	_	_	_	_	1	punct	_	_","1	see	_	VERB	VB	_	0	root	_	_
2	um	_	INTJ	UH	_	3	discourse	_	_
3	get	_	VERB	VB	_	1	xcomp	_	_
4	this	_	PRON	DT	_	3	obj	_	_
5	.	_	PUNCT	.	_	1	punct	_	_",
see it does !,"1	see	_	_	_	_	0	root	_	_
2	it	_	_	_	_	3	nsubj	_	_
3	does	_	_	_	_	1	parataxis	_	_
4	!	_	_	_	_	1	punct	_	_","1	see	_	VERB	VB	_	0	root	_	_
2	it	_	PRON	PRP	_	3	nsubj	_	_
3	does	_	AUX	VBZ	_	1	ccomp	_	_
4	!	_	PUNCT	.	_	1	punct	_	_",
see it them ?,"1	see	_	_	_	_	0	root	_	_
2	it	_	_	_	_	1	obj	_	_
3	them	_	_	_	_	1	parataxis	_	_
4	?	_	_	_	_	1	punct	_	_","1	see	_	VERB	VB	_	0	root	_	_
2	it	_	PRON	PRP	_	1	obj	_	_
3	them	_	PRON	PRP	_	1	obj	_	_
4	?	_	PUNCT	.	_	1	punct	_	_",
oops oops .,"1	oops	_	_	_	_	0	root	_	_
2	oops	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	oops	_	NOUN	NN	_	2	compound	_	_
2	oops	_	NOUN	NNS	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_",
I forgot to go tee tee .,"1	I	_	_	_	_	2	nsubj	_	_
2	forgot	_	_	_	_	0	root	_	_
3	to	_	_	_	_	4	mark	_	_
4	go	_	_	_	_	2	xcomp	_	_
5	tee	_	_	_	_	6	compound	_	_
6	tee	_	_	_	_	4	xcomp	_	_
7	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	2	nsubj	_	_
2	forgot	_	VERB	VBD	_	0	root	_	_
3	to	_	PART	TO	_	4	mark	_	_
4	go	_	VERB	VB	_	2	xcomp	_	_
5	tee	_	NOUN	NN	_	6	compound	_	_
6	tee	_	NOUN	NN	_	4	obj	_	_
7	.	_	PUNCT	.	_	2	punct	_	_",
no I went tee tee .,"1	no	_	_	_	_	3	discourse	_	_
2	I	_	_	_	_	3	nsubj	_	_
3	went	_	_	_	_	0	root	_	_
4	tee	_	_	_	_	3	xcomp	_	_
5	tee	_	_	_	_	4	conj	_	_
6	.	_	_	_	_	3	punct	_	_","1	no	_	INTJ	UH	_	3	discourse	_	_
2	I	_	PRON	PRP	_	3	nsubj	_	_
3	went	_	VERB	VBD	_	0	root	_	_
4	tee	_	NOUN	NN	_	5	compound	_	_
5	tee	_	NOUN	NN	_	3	obj	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
you've eaten Sister Eileen chocolates ?,"1	you've	_	_	_	_	2	nsubj	_	_
2	eaten	_	_	_	_	0	root	_	_
3	Sister	_	_	_	_	5	compound	_	_
4	Eileen	_	_	_	_	3	flat	_	_
5	chocolates	_	_	_	_	2	obj	_	_
6	?	_	_	_	_	2	punct	_	_","1	you	_	PRON	PRP	_	3	nsubj	_	_
2	've	_	AUX	VBP	_	3	aux	_	_
3	eaten	_	VERB	VBN	_	0	root	_	_
4	Sister	_	PROPN	NNP	_	6	compound	_	_
5	Eileen	_	PROPN	NNP	_	4	flat	_	_
6	chocolates	_	NOUN	NNS	_	3	obj	_	_
7	?	_	PUNCT	.	_	3	punct	_	_",
Charlotte's birthday .,"1	Charlotte's	_	_	_	_	2	nmod:poss	_	_
2	birthday	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	Charlotte	_	PROPN	NNP	_	3	nmod:poss	_	_
2	's	_	PART	POS	_	1	case	_	_
3	birthday	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
not no no .,"1	not	_	_	_	_	2	advmod	_	_
2	no	_	_	_	_	0	root	_	_
3	no	_	_	_	_	2	conj	_	_
4	.	_	_	_	_	1	punct	_	_","1	not	_	PART	RB	_	2	advmod	_	_
2	no	_	INTJ	UH	_	0	root	_	_
3	no	_	INTJ	UH	_	2	discourse	_	_
4	.	_	PUNCT	.	_	2	punct	_	_",
choo choo choo .,"1	choo	_	_	_	_	0	root	_	_
2	choo	_	_	_	_	1	conj	_	_
3	choo	_	_	_	_	1	conj	_	_
4	.	_	_	_	_	1	punct	_	_","1	choo	_	PROPN	NNP	_	0	root	_	_
2	choo	_	PROPN	NNP	_	1	flat	_	_
3	choo	_	PROPN	NNP	_	1	flat	_	_
4	.	_	PUNCT	.	_	1	punct	_	_","1	Choo	choo	INTJ	UH	_	0	root	0:root	_
2	choo	choo	INTJ	UH	_	1	flat	1:flat	_
3	choo	choo	INTJ	UH	_	1	flat	1:flat	SpaceAfter=No
4	.	.	PUNCT	.	_	1	punct	1:punct	_
"
my train driver man .,"1	my	_	_	_	_	3	nmod:poss	_	_
2	train	_	_	_	_	3	compound	_	_
3	driver	_	_	_	_	4	compound	_	_
4	man	_	_	_	_	0	root	_	_
5	.	_	_	_	_	3	punct	_	_","1	my	_	PRON	PRP$	_	4	nmod:poss	_	_
2	train	_	NOUN	NN	_	3	compound	_	_
3	driver	_	NOUN	NN	_	4	compound	_	_
4	man	_	NOUN	NN	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
Sister Sister Eileen's dad .,"1	Sister	_	_	_	_	2	reparandum	_	_
2	Sister	_	_	_	_	4	nmod:poss	_	_
3	Eileen's	_	_	_	_	2	flat	_	_
4	dad	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	Sister	_	PROPN	NNP	_	5	nmod:poss	_	_
2	Sister	_	PROPN	NNP	_	1	flat	_	_
3	Eileen	_	PROPN	NNP	_	1	flat	_	_
4	's	_	PART	POS	_	1	case	_	_
5	dad	_	NOUN	NN	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_",
where's my boxes ?,"1	where's	_	_	_	_	0	root	_	_
2	my	_	_	_	_	3	nmod:poss	_	_
3	boxes	_	_	_	_	1	nsubj	_	_
4	?	_	_	_	_	1	punct	_	_","1	where	_	ADV	WRB	_	0	root	_	_
2	's	_	AUX	VBZ	_	1	cop	_	_
3	my	_	PRON	PRP$	_	4	nmod:poss	_	_
4	boxes	_	NOUN	NNS	_	1	nsubj	_	_
5	?	_	PUNCT	.	_	1	punct	_	_",
it's a suitsuit .,"1	it's	_	_	_	_	3	cop	_	_
2	a	_	_	_	_	3	det	_	_
3	suitsuit	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	it	_	PRON	PRP	_	4	nsubj	_	_
2	's	_	AUX	VBZ	_	4	cop	_	_
3	a	_	DET	DT	_	4	det	_	_
4	suitsuit	_	NOUN	NN	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
over there is the suitsuit .,"1	over	_	_	_	_	2	advmod	_	_
2	there	_	_	_	_	3	advmod	_	_
3	is	_	_	_	_	0	root	_	_
4	the	_	_	_	_	5	det	_	_
5	suitsuit	_	_	_	_	3	nsubj	_	_
6	.	_	_	_	_	3	punct	_	_","1	over	_	ADV	RB	_	5	advmod	_	_
2	there	_	PRON	EX	_	3	expl	_	_
3	is	_	AUX	VBZ	_	5	cop	_	_
4	the	_	DET	DT	_	5	det	_	_
5	suitsuit	_	NOUN	NN	_	0	root	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
my Quaver's a suitsuit .,"1	my	_	_	_	_	2	nmod:poss	_	_
2	Quaver's	_	_	_	_	4	nsubj	_	_
3	a	_	_	_	_	4	det	_	_
4	suitsuit	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	my	_	PRON	PRP$	_	2	nmod:poss	_	_
2	Quaver	_	PROPN	NNP	_	5	nsubj	_	_
3	's	_	AUX	VBZ	_	5	cop	_	_
4	a	_	DET	DT	_	5	det	_	_
5	suitsuit	_	NOUN	NN	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_",
Fireman Sam water .,"1	Fireman	_	_	_	_	3	compound	_	_
2	Sam	_	_	_	_	1	flat	_	_
3	water	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	Fireman	_	NOUN	NN	_	3	compound	_	_
2	Sam	_	PROPN	NNP	_	3	compound	_	_
3	water	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
beebaa beebaa beebaa .,"1	beebaa	_	_	_	_	0	root	_	_
2	beebaa	_	_	_	_	1	conj	_	_
3	beebaa	_	_	_	_	1	conj	_	_
4	.	_	_	_	_	1	punct	_	_","1	beebaa	_	PROPN	NNP	_	0	root	_	_
2	beebaa	_	PROPN	NNP	_	1	flat	_	_
3	beebaa	_	PROPN	NNP	_	1	flat	_	_
4	.	_	PUNCT	.	_	1	punct	_	_",
Fireman Sam building a house .,"1	Fireman	_	_	_	_	3	nsubj	_	_
2	Sam	_	_	_	_	1	flat	_	_
3	building	_	_	_	_	0	root	_	_
4	a	_	_	_	_	5	det	_	_
5	house	_	_	_	_	3	obj	_	_
6	.	_	_	_	_	3	punct	_	_","1	Fireman	_	PROPN	NNP	_	2	compound	_	_
2	Sam	_	PROPN	NNP	_	3	nsubj	_	_
3	building	_	VERB	VBG	_	0	root	_	_
4	a	_	DET	DT	_	5	det	_	_
5	house	_	NOUN	NN	_	3	obj	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
and Daddy's six .,"1	and	_	_	_	_	3	cc	_	_
2	Daddy's	_	_	_	_	3	nsubj	_	_
3	six	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	and	_	CCONJ	CC	_	4	cc	_	_
2	Daddy	_	PROPN	NNP	_	4	nmod:poss	_	_
3	's	_	PART	POS	_	2	case	_	_
4	six	_	NUM	CD	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
I I three .,"1	I	_	_	_	_	2	reparandum	_	_
2	I	_	_	_	_	3	reparandum	_	_
3	three	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	I	_	PRON	PRP	_	3	nsubj	_	_
3	three	_	NUM	CD	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
Noo Noo sweep it up .,"1	Noo	_	_	_	_	3	discourse	_	_
2	Noo	_	_	_	_	1	conj	_	_
3	sweep	_	_	_	_	0	root	_	_
4	it	_	_	_	_	3	obj	_	_
5	up	_	_	_	_	3	compound:prt	_	_
6	.	_	_	_	_	3	punct	_	_","1	Noo	_	INTJ	UH	_	3	discourse	_	_
2	Noo	_	INTJ	UH	_	3	discourse	_	_
3	sweep	_	VERB	VB	_	0	root	_	_
4	it	_	PRON	PRP	_	3	obj	_	_
5	up	_	ADP	RP	_	3	compound:prt	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
brown brown brown .,"1	brown	_	_	_	_	0	root	_	_
2	brown	_	_	_	_	1	conj	_	_
3	brown	_	_	_	_	1	conj	_	_
4	.	_	_	_	_	1	punct	_	_","1	brown	_	ADJ	JJ	_	3	amod	_	_
2	brown	_	ADJ	JJ	_	3	amod	_	_
3	brown	_	ADJ	JJ	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_","1	Brown	brown	ADJ	JJ	_	0	root	0:root	_
2	brown	brown	ADJ	JJ	_	1	conj	1:conj	_
3	brown	brown	NOUN	NN	_	1	conj	1:conj	SpaceAfter=No
4	.	.	PUNCT	.	_	1	punct	1:punct	_
"
my my my fireman my policeman .,"1	my	_	_	_	_	3	reparandum	_	_
2	my	_	_	_	_	3	reparandum	_	_
3	my	_	_	_	_	4	nmod:poss	_	_
4	fireman	_	_	_	_	0	root	_	_
5	my	_	_	_	_	6	nmod:poss	_	_
6	policeman	_	_	_	_	4	conj	_	_
7	.	_	_	_	_	4	punct	_	_","1	my	_	PRON	PRP$	_	4	nmod:poss	_	_
2	my	_	PRON	PRP$	_	4	nmod:poss	_	_
3	my	_	PRON	PRP$	_	4	nmod:poss	_	_
4	fireman	_	NOUN	NN	_	0	root	_	_
5	my	_	PRON	PRP$	_	6	nmod:poss	_	_
6	policeman	_	NOUN	NN	_	4	appos	_	_
7	.	_	PUNCT	.	_	4	punct	_	_",
I've just got whiskers .,"1	I've	_	_	_	_	3	nsubj	_	_
2	just	_	_	_	_	3	advmod	_	_
3	got	_	_	_	_	0	root	_	_
4	whiskers	_	_	_	_	3	obj	_	_
5	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	've	_	AUX	VBP	_	4	aux	_	_
3	just	_	ADV	RB	_	4	advmod	_	_
4	got	_	VERB	VBN	_	0	root	_	_
5	whiskers	_	NOUN	NNS	_	4	obj	_	_
6	.	_	PUNCT	.	_	4	punct	_	_",
Mummy a big sausage .,"1	Mummy	_	_	_	_	4	vocative	_	_
2	a	_	_	_	_	4	det	_	_
3	big	_	_	_	_	4	amod	_	_
4	sausage	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	Mummy	_	NOUN	NN	_	4	nsubj	_	_
2	a	_	DET	DT	_	4	det	_	_
3	big	_	ADJ	JJ	_	4	amod	_	_
4	sausage	_	NOUN	NN	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
one two three four five .,"1	one	_	_	_	_	0	root	_	_
2	two	_	_	_	_	1	conj	_	_
3	three	_	_	_	_	1	conj	_	_
4	four	_	_	_	_	1	conj	_	_
5	five	_	_	_	_	1	conj	_	_
6	.	_	_	_	_	1	punct	_	_","1	one	_	NUM	CD	_	3	compound	_	_
2	two	_	NUM	CD	_	3	compound	_	_
3	three	_	NUM	CD	_	4	compound	_	_
4	four	_	NUM	CD	_	5	nummod	_	_
5	five	_	NUM	CD	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_","1	One	one	NUM	CD	_	0	root	0:root	_
2	two	two	NUM	CD	_	1	conj	1:conj	_
3	three	three	NUM	CD	_	1	conj	1:conj	_
4	four	four	NUM	CD	_	1	conj	1:conj	_
5	five	five	NUM	CD	_	1	conj	1:conj	SpaceAfter=No
6	.	.	PUNCT	.	_	1	punct	1:punct	_
"
one two three four five .,"1	one	_	_	_	_	0	root	_	_
2	two	_	_	_	_	1	conj	_	_
3	three	_	_	_	_	1	conj	_	_
4	four	_	_	_	_	1	conj	_	_
5	five	_	_	_	_	1	conj	_	_
6	.	_	_	_	_	1	punct	_	_","1	one	_	NUM	CD	_	3	compound	_	_
2	two	_	NUM	CD	_	3	compound	_	_
3	three	_	NUM	CD	_	4	compound	_	_
4	four	_	NUM	CD	_	5	nummod	_	_
5	five	_	NUM	CD	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_","1	One	one	NUM	CD	_	0	root	0:root	_
2	two	two	NUM	CD	_	1	conj	1:conj	_
3	three	three	NUM	CD	_	1	conj	1:conj	_
4	four	four	NUM	CD	_	1	conj	1:conj	_
5	five	five	NUM	CD	_	1	conj	1:conj	SpaceAfter=No
6	.	.	PUNCT	.	_	1	punct	1:punct	_
"
yum yummy yummy yummy .,"1	yum	_	_	_	_	0	root	_	_
2	yummy	_	_	_	_	1	conj	_	_
3	yummy	_	_	_	_	1	conj	_	_
4	yummy	_	_	_	_	1	conj	_	_
5	.	_	_	_	_	1	punct	_	_","1	yum	_	INTJ	UH	_	4	discourse	_	_
2	yummy	_	ADJ	JJ	_	4	amod	_	_
3	yummy	_	ADJ	JJ	_	4	amod	_	_
4	yummy	_	ADJ	JJ	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
yummy yummy yummy yummy yummy yummy .,"1	yummy	_	_	_	_	0	root	_	_
2	yummy	_	_	_	_	1	conj	_	_
3	yummy	_	_	_	_	1	conj	_	_
4	yummy	_	_	_	_	1	conj	_	_
5	yummy	_	_	_	_	1	conj	_	_
6	yummy	_	_	_	_	1	conj	_	_
7	.	_	_	_	_	1	punct	_	_","1	yummy	_	ADJ	JJ	_	6	amod	_	_
2	yummy	_	ADJ	JJ	_	6	amod	_	_
3	yummy	_	ADJ	JJ	_	6	amod	_	_
4	yummy	_	ADJ	JJ	_	6	amod	_	_
5	yummy	_	ADJ	JJ	_	6	amod	_	_
6	yummy	_	ADJ	JJ	_	0	root	_	_
7	.	_	PUNCT	.	_	6	punct	_	_",
have to go to Karen's house and play .,"1	have	_	_	_	_	0	root	_	_
2	to	_	_	_	_	3	mark	_	_
3	go	_	_	_	_	1	xcomp	_	_
4	to	_	_	_	_	6	case	_	_
5	Karen's	_	_	_	_	6	nmod:poss	_	_
6	house	_	_	_	_	3	obl	_	_
7	and	_	_	_	_	8	cc	_	_
8	play	_	_	_	_	3	conj	_	_
9	.	_	_	_	_	1	punct	_	_","1	have	_	VERB	VB	_	0	root	_	_
2	to	_	PART	TO	_	3	mark	_	_
3	go	_	VERB	VB	_	1	xcomp	_	_
4	to	_	ADP	IN	_	7	case	_	_
5	Karen	_	PROPN	NNP	_	7	nmod:poss	_	_
6	's	_	PART	POS	_	5	case	_	_
7	house	_	NOUN	NN	_	3	obl	_	_
8	and	_	CCONJ	CC	_	9	cc	_	_
9	play	_	VERB	VB	_	3	conj	_	_
10	.	_	PUNCT	.	_	1	punct	_	_",
roar roar roar roar .,"1	roar	_	_	_	_	0	root	_	_
2	roar	_	_	_	_	1	conj	_	_
3	roar	_	_	_	_	1	conj	_	_
4	roar	_	_	_	_	1	conj	_	_
5	.	_	_	_	_	1	punct	_	_","1	roar	_	NOUN	NN	_	4	compound	_	_
2	roar	_	NOUN	NN	_	3	compound	_	_
3	roar	_	NOUN	NN	_	4	compound	_	_
4	roar	_	NOUN	NN	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
roar roar roar roar roar roar roar .,"1	roar	_	_	_	_	0	root	_	_
2	roar	_	_	_	_	1	conj	_	_
3	roar	_	_	_	_	1	conj	_	_
4	roar	_	_	_	_	1	conj	_	_
5	roar	_	_	_	_	1	conj	_	_
6	roar	_	_	_	_	1	conj	_	_
7	roar	_	_	_	_	1	conj	_	_
8	.	_	_	_	_	1	punct	_	_","1	roar	_	NOUN	NN	_	7	compound	_	_
2	roar	_	NOUN	NN	_	7	compound	_	_
3	roar	_	NOUN	NN	_	7	compound	_	_
4	roar	_	NOUN	NN	_	7	compound	_	_
5	roar	_	NOUN	NN	_	6	compound	_	_
6	roar	_	NOUN	NN	_	7	compound	_	_
7	roar	_	NOUN	NN	_	0	root	_	_
8	.	_	PUNCT	.	_	7	punct	_	_",
roar roar roar .,"1	roar	_	_	_	_	0	root	_	_
2	roar	_	_	_	_	1	conj	_	_
3	roar	_	_	_	_	1	conj	_	_
4	.	_	_	_	_	1	punct	_	_","1	roar	_	NOUN	NN	_	2	compound	_	_
2	roar	_	NOUN	NN	_	3	compound	_	_
3	roar	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
Mommy my card .,"1	Mommy	_	_	_	_	3	vocative	_	_
2	my	_	_	_	_	3	nmod:poss	_	_
3	card	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	Mommy	_	INTJ	UH	_	3	discourse	_	_
2	my	_	PRON	PRP$	_	3	nmod:poss	_	_
3	card	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	1	punct	_	_",
but you you come here .,"1	but	_	_	_	_	4	cc	_	_
2	you	_	_	_	_	3	reparandum	_	_
3	you	_	_	_	_	4	nsubj	_	_
4	come	_	_	_	_	0	root	_	_
5	here	_	_	_	_	4	advmod	_	_
6	.	_	_	_	_	4	punct	_	_","1	but	_	CCONJ	CC	_	4	cc	_	_
2	you	_	PRON	PRP	_	4	nsubj	_	_
3	you	_	PRON	PRP	_	4	nsubj	_	_
4	come	_	VERB	VBP	_	0	root	_	_
5	here	_	ADV	RB	_	4	advmod	_	_
6	.	_	PUNCT	.	_	4	punct	_	_",
look at it's standing up .,"1	look	_	_	_	_	0	root	_	_
2	at	_	_	_	_	1	obl	_	_
3	it's	_	_	_	_	4	nsubj	_	_
4	standing	_	_	_	_	1	parataxis	_	_
5	up	_	_	_	_	4	compound:prt	_	_
6	.	_	_	_	_	1	punct	_	_","1	look	_	VERB	VB	_	0	root	_	_
2	at	_	ADP	IN	_	5	mark	_	_
3	it	_	PRON	PRP	_	5	nsubj	_	_
4	's	_	AUX	VBZ	_	5	aux	_	_
5	standing	_	VERB	VBG	_	1	advcl	_	_
6	up	_	ADP	RP	_	5	compound:prt	_	_
7	.	_	PUNCT	.	_	1	punct	_	_",
