Sentence,Supar_CDS,Stanza_off_the_shelf,Gold_annotation
please Mummy .,"1	please	_	_	_	_	0	root	_	_
2	Mummy	_	_	_	_	1	vocative	_	_
3	.	_	_	_	_	1	punct	_	_","1	please	_	INTJ	UH	_	2	discourse	_	_
2	Mummy	_	VERB	VB	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_",
digger come on .,"1	digger	_	_	_	_	2	vocative	_	_
2	come	_	_	_	_	0	root	_	_
3	on	_	_	_	_	2	compound:prt	_	_
4	.	_	_	_	_	2	punct	_	_","1	digger	_	NOUN	NN	_	2	nsubj	_	_
2	come	_	VERB	VB	_	0	root	_	_
3	on	_	ADP	RP	_	2	compound:prt	_	_
4	.	_	PUNCT	.	_	2	punct	_	_",
oh dear .,"1	oh	_	_	_	_	0	root	_	_
2	dear	_	_	_	_	1	vocative	_	_
3	.	_	_	_	_	1	punct	_	_","1	oh	_	INTJ	UH	_	2	discourse	_	_
2	dear	_	ADJ	JJ	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Oh	oh	INTJ	UH	_	0	root	0:root	_
2	dear	dear	ADJ	JJ	_	1	vocative	1:vocative	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
here you are .,"1	here	_	_	_	_	0	root	_	_
2	you	_	_	_	_	1	nsubj	_	_
3	are	_	_	_	_	1	cop	_	_
4	.	_	_	_	_	1	punct	_	_","1	here	_	ADV	RB	_	0	root	_	_
2	you	_	PRON	PRP	_	3	nsubj	_	_
3	are	_	AUX	VBP	_	1	cop	_	_
4	.	_	PUNCT	.	_	1	punct	_	_","1	Here	here	ADV	RB	_	0	root	0:root	_
2	you	you	PRON	PRP	_	1	nsubj	1:nsubj	_
3	are	be	AUX	VBP	_	1	cop	1:cop	SpaceAfter=No
4	.	.	PUNCT	.	_	1	punct	1:punct	_
"
here you are .,"1	here	_	_	_	_	0	root	_	_
2	you	_	_	_	_	1	nsubj	_	_
3	are	_	_	_	_	1	cop	_	_
4	.	_	_	_	_	1	punct	_	_","1	here	_	ADV	RB	_	0	root	_	_
2	you	_	PRON	PRP	_	3	nsubj	_	_
3	are	_	AUX	VBP	_	1	cop	_	_
4	.	_	PUNCT	.	_	1	punct	_	_","1	Here	here	ADV	RB	_	0	root	0:root	_
2	you	you	PRON	PRP	_	1	nsubj	1:nsubj	_
3	are	be	AUX	VBP	_	1	cop	1:cop	SpaceAfter=No
4	.	.	PUNCT	.	_	1	punct	1:punct	_
"
Rosie's got this one .,"1	Rosie's	_	_	_	_	2	nsubj	_	_
2	got	_	_	_	_	0	root	_	_
3	this	_	_	_	_	4	det	_	_
4	one	_	_	_	_	2	obj	_	_
5	.	_	_	_	_	2	punct	_	_","1	Rosie	_	PROPN	NNP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	aux	_	_
3	got	_	VERB	VBN	_	0	root	_	_
4	this	_	DET	DT	_	5	det	_	_
5	one	_	NOUN	NN	_	3	obj	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
where's our Play Doh gone ?,"1	where's	_	_	_	_	5	advmod	_	_
2	our	_	_	_	_	4	nmod:poss	_	_
3	Play	_	_	_	_	4	compound	_	_
4	Doh	_	_	_	_	5	nsubj	_	_
5	gone	_	_	_	_	0	root	_	_
6	?	_	_	_	_	5	punct	_	_","1	where	_	ADV	WRB	_	6	advmod	_	_
2	's	_	AUX	VBZ	_	6	cop	_	_
3	our	_	PRON	PRP$	_	4	nmod:poss	_	_
4	Play	_	NOUN	NN	_	6	nsubj	_	_
5	Doh	_	PROPN	NNP	_	6	nsubj	_	_
6	gone	_	ADJ	JJ	_	0	root	_	_
7	?	_	PUNCT	.	_	6	punct	_	_",
they can't fit .,"1	they	_	_	_	_	3	nsubj	_	_
2	can't	_	_	_	_	3	aux	_	_
3	fit	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	they	_	PRON	PRP	_	4	nsubj	_	_
2	ca	_	AUX	MD	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	fit	_	VERB	VB	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
the box can't fit .,"1	the	_	_	_	_	2	det	_	_
2	box	_	_	_	_	4	nsubj	_	_
3	can't	_	_	_	_	4	advmod	_	_
4	fit	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	the	_	DET	DT	_	2	det	_	_
2	box	_	NOUN	NN	_	5	nsubj	_	_
3	ca	_	AUX	MD	_	5	aux	_	_
4	n't	_	PART	RB	_	5	advmod	_	_
5	fit	_	VERB	VB	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_",
I've got birthday cake in here .,"1	I've	_	_	_	_	2	nsubj	_	_
2	got	_	_	_	_	0	root	_	_
3	birthday	_	_	_	_	4	compound	_	_
4	cake	_	_	_	_	2	obj	_	_
5	in	_	_	_	_	6	case	_	_
6	here	_	_	_	_	2	obl	_	_
7	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	've	_	AUX	VBP	_	3	aux	_	_
3	got	_	VERB	VBN	_	0	root	_	_
4	birthday	_	NOUN	NN	_	5	compound	_	_
5	cake	_	NOUN	NN	_	3	obj	_	_
6	in	_	ADP	IN	_	7	case	_	_
7	here	_	ADV	RB	_	3	obl	_	_
8	.	_	PUNCT	.	_	3	punct	_	_",
night night .,"1	night	_	_	_	_	0	root	_	_
2	night	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	night	_	NOUN	NN	_	2	compound	_	_
2	night	_	NOUN	NN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Night	night	NOUN	NN	_	2	compound	2:compound	_
2	night	night	NOUN	NN	_	0	root	0:root	SpaceAfter=No
3	.	.	PUNCT	.	_	2	punct	2:punct	_
"
night night .,"1	night	_	_	_	_	0	root	_	_
2	night	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	night	_	NOUN	NN	_	2	compound	_	_
2	night	_	NOUN	NN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Night	night	NOUN	NN	_	2	compound	2:compound	_
2	night	night	NOUN	NN	_	0	root	0:root	SpaceAfter=No
3	.	.	PUNCT	.	_	2	punct	2:punct	_
"
night night .,"1	night	_	_	_	_	0	root	_	_
2	night	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	night	_	NOUN	NN	_	2	compound	_	_
2	night	_	NOUN	NN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Night	night	NOUN	NN	_	2	compound	2:compound	_
2	night	night	NOUN	NN	_	0	root	0:root	SpaceAfter=No
3	.	.	PUNCT	.	_	2	punct	2:punct	_
"
night night .,"1	night	_	_	_	_	0	root	_	_
2	night	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	night	_	NOUN	NN	_	2	compound	_	_
2	night	_	NOUN	NN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Night	night	NOUN	NN	_	2	compound	2:compound	_
2	night	night	NOUN	NN	_	0	root	0:root	SpaceAfter=No
3	.	.	PUNCT	.	_	2	punct	2:punct	_
"
night night .,"1	night	_	_	_	_	0	root	_	_
2	night	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	night	_	NOUN	NN	_	2	compound	_	_
2	night	_	NOUN	NN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Night	night	NOUN	NN	_	2	compound	2:compound	_
2	night	night	NOUN	NN	_	0	root	0:root	SpaceAfter=No
3	.	.	PUNCT	.	_	2	punct	2:punct	_
"
where's it gone ?,"1	where's	_	_	_	_	3	advmod	_	_
2	it	_	_	_	_	3	nsubj	_	_
3	gone	_	_	_	_	0	root	_	_
4	?	_	_	_	_	3	punct	_	_","1	where	_	ADV	WRB	_	4	advmod	_	_
2	's	_	AUX	VBZ	_	4	cop	_	_
3	it	_	PRON	PRP	_	4	nsubj	_	_
4	gone	_	ADJ	JJ	_	0	root	_	_
5	?	_	PUNCT	.	_	4	punct	_	_",
grandma's bringing a bigger one .,"1	grandma's	_	_	_	_	2	nsubj	_	_
2	bringing	_	_	_	_	0	root	_	_
3	a	_	_	_	_	5	det	_	_
4	bigger	_	_	_	_	5	amod	_	_
5	one	_	_	_	_	2	obj	_	_
6	.	_	_	_	_	2	punct	_	_","1	grandma	_	NOUN	NN	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	aux	_	_
3	bringing	_	VERB	VBG	_	0	root	_	_
4	a	_	DET	DT	_	6	det	_	_
5	bigger	_	ADJ	JJR	_	6	amod	_	_
6	one	_	NOUN	NN	_	3	obj	_	_
7	.	_	PUNCT	.	_	3	punct	_	_",
grandma's bringing a bigger one .,"1	grandma's	_	_	_	_	2	nsubj	_	_
2	bringing	_	_	_	_	0	root	_	_
3	a	_	_	_	_	5	det	_	_
4	bigger	_	_	_	_	5	amod	_	_
5	one	_	_	_	_	2	obj	_	_
6	.	_	_	_	_	2	punct	_	_","1	grandma	_	NOUN	NN	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	aux	_	_
3	bringing	_	VERB	VBG	_	0	root	_	_
4	a	_	DET	DT	_	6	det	_	_
5	bigger	_	ADJ	JJR	_	6	amod	_	_
6	one	_	NOUN	NN	_	3	obj	_	_
7	.	_	PUNCT	.	_	3	punct	_	_",
night night .,"1	night	_	_	_	_	0	root	_	_
2	night	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	night	_	NOUN	NN	_	2	compound	_	_
2	night	_	NOUN	NN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Night	night	NOUN	NN	_	2	compound	2:compound	_
2	night	night	NOUN	NN	_	0	root	0:root	SpaceAfter=No
3	.	.	PUNCT	.	_	2	punct	2:punct	_
"
mummy sing Rockabye baby .,"1	mummy	_	_	_	_	2	nsubj	_	_
2	sing	_	_	_	_	0	root	_	_
3	Rockabye	_	_	_	_	2	obj	_	_
4	baby	_	_	_	_	2	obj	_	_
5	.	_	_	_	_	2	punct	_	_","1	mummy	_	NOUN	NN	_	2	nsubj	_	_
2	sing	_	VERB	VB	_	0	root	_	_
3	Rockabye	_	PROPN	NNP	_	4	compound	_	_
4	baby	_	NOUN	NN	_	2	obj	_	_
5	.	_	PUNCT	.	_	2	punct	_	_",
I won't break them .,"1	I	_	_	_	_	3	nsubj	_	_
2	won't	_	_	_	_	3	aux	_	_
3	break	_	_	_	_	0	root	_	_
4	them	_	_	_	_	3	obj	_	_
5	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	wo	_	AUX	MD	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	break	_	VERB	VB	_	0	root	_	_
5	them	_	PRON	PRP	_	4	obj	_	_
6	.	_	PUNCT	.	_	4	punct	_	_",
night night .,"1	night	_	_	_	_	0	root	_	_
2	night	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	night	_	NOUN	NN	_	2	compound	_	_
2	night	_	NOUN	NN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Night	night	NOUN	NN	_	2	compound	2:compound	_
2	night	night	NOUN	NN	_	0	root	0:root	SpaceAfter=No
3	.	.	PUNCT	.	_	2	punct	2:punct	_
"
where's Rosie's duvet gone ?,"1	where's	_	_	_	_	4	advmod	_	_
2	Rosie's	_	_	_	_	3	nmod:poss	_	_
3	duvet	_	_	_	_	4	nsubj	_	_
4	gone	_	_	_	_	0	root	_	_
5	?	_	_	_	_	4	punct	_	_","1	where	_	ADV	WRB	_	6	advmod	_	_
2	's	_	AUX	VBZ	_	6	cop	_	_
3	Rosie	_	PROPN	NNP	_	5	nmod:poss	_	_
4	's	_	PART	POS	_	3	case	_	_
5	duvet	_	NOUN	NN	_	6	nsubj	_	_
6	gone	_	ADJ	JJ	_	0	root	_	_
7	?	_	PUNCT	.	_	6	punct	_	_",
it's here .,"1	it's	_	_	_	_	2	nsubj	_	_
2	here	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	it	_	PRON	PRP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	cop	_	_
3	here	_	ADV	RB	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
where's the apple gone ?,"1	where's	_	_	_	_	4	advmod	_	_
2	the	_	_	_	_	3	det	_	_
3	apple	_	_	_	_	4	nsubj	_	_
4	gone	_	_	_	_	0	root	_	_
5	?	_	_	_	_	4	punct	_	_","1	where	_	ADV	WRB	_	5	advmod	_	_
2	's	_	AUX	VBZ	_	5	aux	_	_
3	the	_	DET	DT	_	4	det	_	_
4	apple	_	NOUN	NN	_	5	nsubj	_	_
5	gone	_	VERB	VBN	_	0	root	_	_
6	?	_	PUNCT	.	_	5	punct	_	_",
here's mummy's .,"1	here's	_	_	_	_	0	root	_	_
2	mummy's	_	_	_	_	1	nsubj	_	_
3	.	_	_	_	_	1	punct	_	_","1	here	_	ADV	RB	_	0	root	_	_
2	's	_	AUX	VBZ	_	1	cop	_	_
3	mummy	_	NOUN	NN	_	1	nsubj	_	_
4	's	_	PART	POS	_	3	case	_	_
5	.	_	PUNCT	.	_	1	punct	_	_",
mummy go on it .,"1	mummy	_	_	_	_	2	vocative	_	_
2	go	_	_	_	_	0	root	_	_
3	on	_	_	_	_	4	case	_	_
4	it	_	_	_	_	2	obl	_	_
5	.	_	_	_	_	2	punct	_	_","1	mummy	_	NOUN	NN	_	2	nsubj	_	_
2	go	_	VERB	VB	_	0	root	_	_
3	on	_	ADP	IN	_	4	case	_	_
4	it	_	PRON	PRP	_	2	obl	_	_
5	.	_	PUNCT	.	_	2	punct	_	_",
what's that funny noise ?,"1	what's	_	_	_	_	4	cop	_	_
2	that	_	_	_	_	4	det	_	_
3	funny	_	_	_	_	4	amod	_	_
4	noise	_	_	_	_	0	root	_	_
5	?	_	_	_	_	4	punct	_	_","1	what	_	PRON	WP	_	0	root	_	_
2	's	_	AUX	VBZ	_	1	cop	_	_
3	that	_	DET	DT	_	5	det	_	_
4	funny	_	ADJ	JJ	_	5	amod	_	_
5	noise	_	NOUN	NN	_	1	nsubj	_	_
6	?	_	PUNCT	.	_	1	punct	_	_",
over there .,"1	over	_	_	_	_	2	case	_	_
2	there	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	over	_	ADV	RB	_	2	advmod	_	_
2	there	_	ADV	RB	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Over	over	ADP	IN	_	2	case	2:case	_
2	there	there	ADV	RB	_	0	root	0:root	SpaceAfter=No
3	.	.	PUNCT	.	_	2	punct	2:punct	_
"
where's mummy's tea gone ?,"1	where's	_	_	_	_	4	advmod	_	_
2	mummy's	_	_	_	_	3	nmod:poss	_	_
3	tea	_	_	_	_	4	nsubj	_	_
4	gone	_	_	_	_	0	root	_	_
5	?	_	_	_	_	4	punct	_	_","1	where	_	ADV	WRB	_	6	advmod	_	_
2	's	_	AUX	VBZ	_	6	cop	_	_
3	mummy	_	NOUN	NN	_	5	nmod:poss	_	_
4	's	_	PART	POS	_	3	case	_	_
5	tea	_	NOUN	NN	_	6	nsubj	_	_
6	gone	_	ADJ	JJ	_	0	root	_	_
7	?	_	PUNCT	.	_	6	punct	_	_",
here you are .,"1	here	_	_	_	_	0	root	_	_
2	you	_	_	_	_	1	nsubj	_	_
3	are	_	_	_	_	1	cop	_	_
4	.	_	_	_	_	1	punct	_	_","1	here	_	ADV	RB	_	0	root	_	_
2	you	_	PRON	PRP	_	3	nsubj	_	_
3	are	_	AUX	VBP	_	1	cop	_	_
4	.	_	PUNCT	.	_	1	punct	_	_","1	Here	here	ADV	RB	_	0	root	0:root	_
2	you	you	PRON	PRP	_	1	nsubj	1:nsubj	_
3	are	be	AUX	VBP	_	1	cop	1:cop	SpaceAfter=No
4	.	.	PUNCT	.	_	1	punct	1:punct	_
"
could you put my shirt in ?,"1	could	_	_	_	_	3	aux	_	_
2	you	_	_	_	_	3	nsubj	_	_
3	put	_	_	_	_	0	root	_	_
4	my	_	_	_	_	5	nmod:poss	_	_
5	shirt	_	_	_	_	3	obj	_	_
6	in	_	_	_	_	3	advmod	_	_
7	?	_	_	_	_	3	punct	_	_","1	could	_	AUX	MD	_	3	aux	_	_
2	you	_	PRON	PRP	_	3	nsubj	_	_
3	put	_	VERB	VB	_	0	root	_	_
4	my	_	PRON	PRP$	_	5	nmod:poss	_	_
5	shirt	_	NOUN	NN	_	3	obj	_	_
6	in	_	ADP	RP	_	3	compound:prt	_	_
7	?	_	PUNCT	.	_	3	punct	_	_",
because it's dirty .,"1	because	_	_	_	_	3	mark	_	_
2	it's	_	_	_	_	3	nsubj	_	_
3	dirty	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	because	_	SCONJ	IN	_	4	mark	_	_
2	it	_	PRON	PRP	_	4	nsubj	_	_
3	's	_	AUX	VBZ	_	4	cop	_	_
4	dirty	_	ADJ	JJ	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
"are you finished , Mom ?","1	are	_	_	_	_	3	cop	_	_
2	you	_	_	_	_	3	nsubj	_	_
3	finished	_	_	_	_	0	root	_	_
4	,	_	_	_	_	3	case	_	_
5	Mom	_	_	_	_	3	vocative	_	_
6	?	_	_	_	_	3	punct	_	_","1	are	_	AUX	VBP	_	3	aux:pass	_	_
2	you	_	PRON	PRP	_	3	nsubj:pass	_	_
3	finished	_	VERB	VBN	_	0	root	_	_
4	,	_	PUNCT	,	_	5	punct	_	_
5	Mom	_	NOUN	NN	_	3	vocative	_	_
6	?	_	PUNCT	.	_	3	punct	_	_",
I smell hamburger cooking .,"1	I	_	_	_	_	2	nsubj	_	_
2	smell	_	_	_	_	0	root	_	_
3	hamburger	_	_	_	_	2	obj	_	_
4	cooking	_	_	_	_	2	xcomp	_	_
5	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	2	nsubj	_	_
2	smell	_	VERB	VBP	_	0	root	_	_
3	hamburger	_	NOUN	NN	_	4	compound	_	_
4	cooking	_	NOUN	NN	_	2	obj	_	_
5	.	_	PUNCT	.	_	2	punct	_	_",
when it's morning time then we eat our food .,"1	when	_	_	_	_	4	mark	_	_
2	it's	_	_	_	_	4	cop	_	_
3	morning	_	_	_	_	4	compound	_	_
4	time	_	_	_	_	7	advcl	_	_
5	then	_	_	_	_	7	advmod	_	_
6	we	_	_	_	_	7	nsubj	_	_
7	eat	_	_	_	_	0	root	_	_
8	our	_	_	_	_	9	nmod:poss	_	_
9	food	_	_	_	_	7	obj	_	_
10	.	_	_	_	_	7	punct	_	_","1	when	_	ADV	WRB	_	5	advmod	_	_
2	it	_	PRON	PRP	_	5	nsubj	_	_
3	's	_	AUX	VBZ	_	5	cop	_	_
4	morning	_	NOUN	NN	_	5	compound	_	_
5	time	_	NOUN	NN	_	8	advcl	_	_
6	then	_	ADV	RB	_	8	advmod	_	_
7	we	_	PRON	PRP	_	8	nsubj	_	_
8	eat	_	VERB	VBP	_	0	root	_	_
9	our	_	PRON	PRP$	_	10	nmod:poss	_	_
10	food	_	NOUN	NN	_	8	obj	_	_
11	.	_	PUNCT	.	_	8	punct	_	_",
we had it already right ?,"1	we	_	_	_	_	2	nsubj	_	_
2	had	_	_	_	_	0	root	_	_
3	it	_	_	_	_	2	obj	_	_
4	already	_	_	_	_	2	advmod	_	_
5	right	_	_	_	_	2	discourse	_	_
6	?	_	_	_	_	2	punct	_	_","1	we	_	PRON	PRP	_	2	nsubj	_	_
2	had	_	VERB	VBD	_	0	root	_	_
3	it	_	PRON	PRP	_	2	obj	_	_
4	already	_	ADV	RB	_	5	advmod	_	_
5	right	_	ADJ	JJ	_	2	discourse	_	_
6	?	_	PUNCT	.	_	2	punct	_	_",
all done .,"1	all	_	_	_	_	2	advmod	_	_
2	done	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	all	_	DET	DT	_	2	nsubj:pass	_	_
2	done	_	VERB	VBN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	All	all	DET	DT	_	2	advmod	2:advmod	_
2	done	do	VERB	VBN	_	0	root	0:root	SpaceAfter=No
3	!	!	PUNCT	!	_	2	punct	2:punct	_
"
Nana's here .,"1	Nana's	_	_	_	_	2	nsubj	_	_
2	here	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	Nana	_	PROPN	NNP	_	3	nmod:poss	_	_
2	's	_	PART	POS	_	1	case	_	_
3	here	_	ADV	RB	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
what's this ?,"1	what's	_	_	_	_	0	root	_	_
2	this	_	_	_	_	1	nsubj	_	_
3	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	cop	_	_
3	this	_	PRON	DT	_	0	root	_	_
4	?	_	PUNCT	.	_	3	punct	_	_",
oh dear .,"1	oh	_	_	_	_	0	root	_	_
2	dear	_	_	_	_	1	vocative	_	_
3	.	_	_	_	_	1	punct	_	_","1	oh	_	INTJ	UH	_	2	discourse	_	_
2	dear	_	ADJ	JJ	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Oh	oh	INTJ	UH	_	0	root	0:root	_
2	dear	dear	ADJ	JJ	_	1	vocative	1:vocative	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
oh dear .,"1	oh	_	_	_	_	0	root	_	_
2	dear	_	_	_	_	1	vocative	_	_
3	.	_	_	_	_	1	punct	_	_","1	oh	_	INTJ	UH	_	2	discourse	_	_
2	dear	_	ADJ	JJ	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Oh	oh	INTJ	UH	_	0	root	0:root	_
2	dear	dear	ADJ	JJ	_	1	vocative	1:vocative	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
oh dear .,"1	oh	_	_	_	_	0	root	_	_
2	dear	_	_	_	_	1	vocative	_	_
3	.	_	_	_	_	1	punct	_	_","1	oh	_	INTJ	UH	_	2	discourse	_	_
2	dear	_	ADJ	JJ	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Oh	oh	INTJ	UH	_	0	root	0:root	_
2	dear	dear	ADJ	JJ	_	1	vocative	1:vocative	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
oh dear .,"1	oh	_	_	_	_	0	root	_	_
2	dear	_	_	_	_	1	vocative	_	_
3	.	_	_	_	_	1	punct	_	_","1	oh	_	INTJ	UH	_	2	discourse	_	_
2	dear	_	ADJ	JJ	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Oh	oh	INTJ	UH	_	0	root	0:root	_
2	dear	dear	ADJ	JJ	_	1	vocative	1:vocative	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
oh dear .,"1	oh	_	_	_	_	0	root	_	_
2	dear	_	_	_	_	1	vocative	_	_
3	.	_	_	_	_	1	punct	_	_","1	oh	_	INTJ	UH	_	2	discourse	_	_
2	dear	_	ADJ	JJ	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_","1	Oh	oh	INTJ	UH	_	0	root	0:root	_
2	dear	dear	ADJ	JJ	_	1	vocative	1:vocative	SpaceAfter=No
3	.	.	PUNCT	.	_	1	punct	1:punct	_
"
that's a funny looking dog .,"1	that's	_	_	_	_	5	nsubj	_	_
2	a	_	_	_	_	5	det	_	_
3	funny	_	_	_	_	4	amod	_	_
4	looking	_	_	_	_	5	amod	_	_
5	dog	_	_	_	_	0	root	_	_
6	.	_	_	_	_	5	punct	_	_","1	that	_	PRON	DT	_	6	nsubj	_	_
2	's	_	AUX	VBZ	_	6	cop	_	_
3	a	_	DET	DT	_	6	det	_	_
4	funny	_	ADJ	JJ	_	6	amod	_	_
5	looking	_	NOUN	NN	_	6	amod	_	_
6	dog	_	NOUN	NN	_	0	root	_	_
7	.	_	PUNCT	.	_	6	punct	_	_",
cause he's eating his food .,"1	cause	_	_	_	_	3	mark	_	_
2	he's	_	_	_	_	3	nsubj	_	_
3	eating	_	_	_	_	0	root	_	_
4	his	_	_	_	_	5	nmod:poss	_	_
5	food	_	_	_	_	3	obj	_	_
6	.	_	_	_	_	3	punct	_	_","1	cause	_	SCONJ	IN	_	4	mark	_	_
2	he	_	PRON	PRP	_	4	nsubj	_	_
3	's	_	AUX	VBZ	_	4	aux	_	_
4	eating	_	VERB	VBG	_	0	root	_	_
5	his	_	PRON	PRP$	_	6	nmod:poss	_	_
6	food	_	NOUN	NN	_	4	obj	_	_
7	.	_	PUNCT	.	_	4	punct	_	_",
this this is for the dog .,"1	this	_	_	_	_	2	reparandum	_	_
2	this	_	_	_	_	6	nsubj	_	_
3	is	_	_	_	_	6	cop	_	_
4	for	_	_	_	_	6	case	_	_
5	the	_	_	_	_	6	det	_	_
6	dog	_	_	_	_	0	root	_	_
7	.	_	_	_	_	6	punct	_	_","1	this	_	PRON	DT	_	6	nsubj	_	_
2	this	_	PRON	DT	_	6	nsubj	_	_
3	is	_	AUX	VBZ	_	6	cop	_	_
4	for	_	ADP	IN	_	6	case	_	_
5	the	_	DET	DT	_	6	det	_	_
6	dog	_	NOUN	NN	_	0	root	_	_
7	.	_	PUNCT	.	_	6	punct	_	_",
a a clip .,"1	a	_	_	_	_	2	reparandum	_	_
2	a	_	_	_	_	3	det	_	_
3	clip	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	a	_	DET	DT	_	3	det	_	_
2	a	_	DET	DT	_	3	det	_	_
3	clip	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
let's dip this in some water .,"1	let's	_	_	_	_	0	root	_	_
2	dip	_	_	_	_	1	xcomp	_	_
3	this	_	_	_	_	2	obj	_	_
4	in	_	_	_	_	6	case	_	_
5	some	_	_	_	_	6	det	_	_
6	water	_	_	_	_	2	obl	_	_
7	.	_	_	_	_	1	punct	_	_","1	let	_	VERB	VB	_	0	root	_	_
2	's	_	PRON	PRP	_	1	obj	_	_
3	dip	_	VERB	VB	_	1	xcomp	_	_
4	this	_	PRON	DT	_	3	obj	_	_
5	in	_	ADP	IN	_	7	case	_	_
6	some	_	DET	DT	_	7	det	_	_
7	water	_	NOUN	NN	_	3	obl	_	_
8	.	_	PUNCT	.	_	1	punct	_	_",
let's dip it in some water .,"1	let's	_	_	_	_	0	root	_	_
2	dip	_	_	_	_	1	xcomp	_	_
3	it	_	_	_	_	2	obj	_	_
4	in	_	_	_	_	6	case	_	_
5	some	_	_	_	_	6	det	_	_
6	water	_	_	_	_	2	obl	_	_
7	.	_	_	_	_	1	punct	_	_","1	let	_	VERB	VB	_	0	root	_	_
2	's	_	PRON	PRP	_	1	obj	_	_
3	dip	_	VERB	VB	_	1	xcomp	_	_
4	it	_	PRON	PRP	_	3	obj	_	_
5	in	_	ADP	IN	_	7	case	_	_
6	some	_	DET	DT	_	7	det	_	_
7	water	_	NOUN	NN	_	3	obl	_	_
8	.	_	PUNCT	.	_	1	punct	_	_",
