Sentence,Roberta_CDS_biaffine,Roberta_eng_biaffine,Stanza_off_the_shelf
Nin Nin shoe .,"Nin	_	_	_	_	_	2	reparandum	_	_
Nin	_	_	_	_	_	3	compound	_	_
shoe	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","Nin	_	_	_	_	_	3	compound	_	_
Nin	_	_	_	_	_	3	compound	_	_
shoe	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","Nin	_	PROPN	NNP	_	_	3	compound	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
shoe	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin shoe .,"Nin	_	_	_	_	_	2	reparandum	_	_
Nin	_	_	_	_	_	3	compound	_	_
shoe	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","Nin	_	_	_	_	_	3	compound	_	_
Nin	_	_	_	_	_	3	compound	_	_
shoe	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","Nin	_	PROPN	NNP	_	_	3	compound	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
shoe	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Noo Noo .,"Noo	_	_	_	_	_	0	root	_	_
Noo	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Noo	_	_	_	_	_	0	root	_	_
Noo	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	1	punct	_	_","Noo	_	INTJ	UH	_	_	2	discourse	_	_
Noo	_	INTJ	UH	_	_	0	root	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
vroom vroom .,"vroom	_	_	_	_	_	0	root	_	_
vroom	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","vroom	_	_	_	_	_	0	root	_	_
vroom	_	_	_	_	_	1	parataxis	_	_
.	_	_	_	_	_	1	punct	_	_","vroom	_	NOUN	NN	_	_	2	compound	_	_
vroom	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
boo boo .,"boo	_	_	_	_	_	0	root	_	_
boo	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","boo	_	_	_	_	_	0	root	_	_
boo	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","boo	_	VERB	VB	_	_	0	root	_	_
boo	_	NOUN	NN	_	_	1	obj	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Nin Nin .,"Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","Nin	_	_	_	_	_	0	root	_	_
Nin	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	2	punct	_	_","Nin	_	PROPN	NNP	_	_	0	root	_	_
Nin	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Daddy do it .,"Daddy	_	_	_	_	_	2	vocative	_	_
do	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","Daddy	_	_	_	_	_	2	vocative	_	_
do	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","Daddy	_	PROPN	NNP	_	_	2	nsubj	_	_
do	_	VERB	VB	_	_	0	root	_	_
it	_	PRON	PRP	_	_	2	obj	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
Daddy do it .,"Daddy	_	_	_	_	_	2	vocative	_	_
do	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","Daddy	_	_	_	_	_	2	vocative	_	_
do	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","Daddy	_	PROPN	NNP	_	_	2	nsubj	_	_
do	_	VERB	VB	_	_	0	root	_	_
it	_	PRON	PRP	_	_	2	obj	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
num um .,"num	_	_	_	_	_	0	root	_	_
um	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	1	punct	_	_","num	_	_	_	_	_	0	root	_	_
um	_	_	_	_	_	1	discourse	_	_
.	_	_	_	_	_	1	punct	_	_","num	_	INTJ	UH	_	_	0	root	_	_
um	_	INTJ	UH	_	_	1	discourse	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
a nanny donut .,"a	_	_	_	_	_	3	det	_	_
nanny	_	_	_	_	_	3	compound	_	_
donut	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","a	_	_	_	_	_	3	det	_	_
nanny	_	_	_	_	_	3	compound	_	_
donut	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","a	_	DET	DT	_	_	2	det	_	_
nanny	_	NOUN	NN	_	_	3	nsubj	_	_
do	_	VERB	VB	_	_	0	root	_	_
nut	_	NOUN	NN	_	_	3	obj	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
a nanny donut !,"a	_	_	_	_	_	3	det	_	_
nanny	_	_	_	_	_	3	compound	_	_
donut	_	_	_	_	_	0	root	_	_
!	_	_	_	_	_	3	punct	_	_","a	_	_	_	_	_	3	det	_	_
nanny	_	_	_	_	_	3	compound	_	_
donut	_	_	_	_	_	0	root	_	_
!	_	_	_	_	_	3	punct	_	_","a	_	DET	DT	_	_	2	det	_	_
nanny	_	NOUN	NN	_	_	3	nsubj	_	_
do	_	VERB	VB	_	_	0	root	_	_
nut	_	NOUN	NN	_	_	3	obj	_	_
!	_	PUNCT	.	_	_	3	punct	_	_"
nanny a donut !,"nanny	_	_	_	_	_	3	vocative	_	_
a	_	_	_	_	_	3	det	_	_
donut	_	_	_	_	_	0	root	_	_
!	_	_	_	_	_	3	punct	_	_","nanny	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	3	det	_	_
donut	_	_	_	_	_	1	obj	_	_
!	_	_	_	_	_	1	punct	_	_","nanny	_	NOUN	NN	_	_	3	nsubj	_	_
a	_	DET	DT	_	_	3	det	_	_
donut	_	NOUN	NN	_	_	0	root	_	_
!	_	PUNCT	.	_	_	3	punct	_	_"
um um .,"um	_	_	_	_	_	0	root	_	_
um	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","um	_	_	_	_	_	0	root	_	_
um	_	_	_	_	_	1	discourse	_	_
.	_	_	_	_	_	1	punct	_	_","um	_	INTJ	UH	_	_	0	root	_	_
um	_	INTJ	UH	_	_	1	discourse	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
eat mommy .,"eat	_	_	_	_	_	0	root	_	_
mommy	_	_	_	_	_	1	vocative	_	_
.	_	_	_	_	_	1	punct	_	_","eat	_	_	_	_	_	0	root	_	_
mommy	_	_	_	_	_	1	vocative	_	_
.	_	_	_	_	_	1	punct	_	_","eat	_	VERB	VB	_	_	0	root	_	_
mommy	_	NOUN	NN	_	_	1	obj	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
eat mommy .,"eat	_	_	_	_	_	0	root	_	_
mommy	_	_	_	_	_	1	vocative	_	_
.	_	_	_	_	_	1	punct	_	_","eat	_	_	_	_	_	0	root	_	_
mommy	_	_	_	_	_	1	vocative	_	_
.	_	_	_	_	_	1	punct	_	_","eat	_	VERB	VB	_	_	0	root	_	_
mommy	_	NOUN	NN	_	_	1	obj	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Pur Purdie .,"Pur	_	_	_	_	_	0	root	_	_
Purdie	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	1	punct	_	_","Pur	_	_	_	_	_	2	compound	_	_
Purdie	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","Pur	_	PROPN	NNP	_	_	0	root	_	_
Purdie	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Pur Purdie .,"Pur	_	_	_	_	_	0	root	_	_
Purdie	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	1	punct	_	_","Pur	_	_	_	_	_	2	compound	_	_
Purdie	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","Pur	_	PROPN	NNP	_	_	0	root	_	_
Purdie	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Pur Toby .,"Pur	_	_	_	_	_	0	root	_	_
Toby	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	1	punct	_	_","Pur	_	_	_	_	_	2	amod	_	_
Toby	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","Pur	_	PROPN	NNP	_	_	0	root	_	_
Toby	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
oh there's a lot of engines on .,"oh	_	_	_	_	_	4	discourse	_	_
there's	_	_	_	_	_	4	expl	_	_
a	_	_	_	_	_	4	det	_	_
lot	_	_	_	_	_	0	root	_	_
of	_	_	_	_	_	6	case	_	_
engines	_	_	_	_	_	4	nmod	_	_
on	_	_	_	_	_	4	advmod	_	_
.	_	_	_	_	_	4	punct	_	_","oh	_	_	_	_	_	2	discourse	_	_
there's	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	4	det	_	_
lot	_	_	_	_	_	2	nsubj	_	_
of	_	_	_	_	_	6	case	_	_
engines	_	_	_	_	_	4	nmod	_	_
on	_	_	_	_	_	4	advmod	_	_
.	_	_	_	_	_	2	punct	_	_","oh	_	INTJ	UH	_	_	3	discourse	_	_
there	_	PRON	EX	_	_	3	expl	_	_
's	_	VERB	VBZ	_	_	0	root	_	_
a	_	DET	DT	_	_	5	det	_	_
lot	_	NOUN	NN	_	_	3	nsubj	_	_
of	_	ADP	IN	_	_	7	case	_	_
engines	_	NOUN	NNS	_	_	5	nmod	_	_
on	_	ADP	IN	_	_	3	advmod	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
two three .,"two	_	_	_	_	_	0	root	_	_
three	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","two	_	_	_	_	_	0	root	_	_
three	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","two	_	NUM	CD	_	_	2	nummod	_	_
three	_	NUM	CD	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
blue green .,"blue	_	_	_	_	_	0	root	_	_
green	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","blue	_	_	_	_	_	2	amod	_	_
green	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","blue	_	ADJ	JJ	_	_	2	amod	_	_
green	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
no no sing that .,"no	_	_	_	_	_	3	discourse	_	_
no	_	_	_	_	_	1	conj	_	_
sing	_	_	_	_	_	0	root	_	_
that	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	3	punct	_	_","no	_	_	_	_	_	3	discourse	_	_
no	_	_	_	_	_	3	discourse	_	_
sing	_	_	_	_	_	0	root	_	_
that	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	3	punct	_	_","no	_	INTJ	UH	_	_	3	discourse	_	_
no	_	INTJ	UH	_	_	3	discourse	_	_
sing	_	VERB	VB	_	_	0	root	_	_
that	_	PRON	DT	_	_	3	obj	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
fire a fire a fire on the line .,"fire	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	3	det	_	_
fire	_	_	_	_	_	1	conj	_	_
a	_	_	_	_	_	5	det	_	_
fire	_	_	_	_	_	1	parataxis	_	_
on	_	_	_	_	_	8	case	_	_
the	_	_	_	_	_	8	det	_	_
line	_	_	_	_	_	5	nmod	_	_
.	_	_	_	_	_	1	punct	_	_","fire	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	3	det	_	_
fire	_	_	_	_	_	1	obj	_	_
a	_	_	_	_	_	5	det	_	_
fire	_	_	_	_	_	1	obj	_	_
on	_	_	_	_	_	8	case	_	_
the	_	_	_	_	_	8	det	_	_
line	_	_	_	_	_	1	obl	_	_
.	_	_	_	_	_	1	punct	_	_","fire	_	VERB	VB	_	_	0	root	_	_
a	_	DET	DT	_	_	3	det	_	_
fire	_	NOUN	NN	_	_	1	obj	_	_
a	_	DET	DT	_	_	5	det	_	_
fire	_	NOUN	NN	_	_	1	obj	_	_
on	_	ADP	IN	_	_	8	case	_	_
the	_	DET	DT	_	_	8	det	_	_
line	_	NOUN	NN	_	_	1	obl	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
fire on there .,"fire	_	_	_	_	_	0	root	_	_
on	_	_	_	_	_	3	case	_	_
there	_	_	_	_	_	1	nmod	_	_
.	_	_	_	_	_	1	punct	_	_","fire	_	_	_	_	_	0	root	_	_
on	_	_	_	_	_	3	case	_	_
there	_	_	_	_	_	1	obl	_	_
.	_	_	_	_	_	1	punct	_	_","fire	_	NOUN	NN	_	_	0	root	_	_
on	_	ADP	IN	_	_	3	case	_	_
there	_	ADV	RB	_	_	1	nmod	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
get it in my poo .,"get	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	1	obj	_	_
in	_	_	_	_	_	5	case	_	_
my	_	_	_	_	_	5	nmod:poss	_	_
poo	_	_	_	_	_	1	obl	_	_
.	_	_	_	_	_	1	punct	_	_","get	_	_	_	_	_	0	root	_	_
it	_	_	_	_	_	1	obj	_	_
in	_	_	_	_	_	5	case	_	_
my	_	_	_	_	_	5	nmod:poss	_	_
poo	_	_	_	_	_	1	xcomp	_	_
.	_	_	_	_	_	1	punct	_	_","get	_	VERB	VB	_	_	0	root	_	_
it	_	PRON	PRP	_	_	1	obj	_	_
in	_	ADP	IN	_	_	5	case	_	_
my	_	PRON	PRP$	_	_	5	nmod:poss	_	_
poo	_	NOUN	NN	_	_	1	obl	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
here's the digger fix .,"here's	_	_	_	_	_	0	root	_	_
the	_	_	_	_	_	4	det	_	_
digger	_	_	_	_	_	4	compound	_	_
fix	_	_	_	_	_	1	nsubj	_	_
.	_	_	_	_	_	1	punct	_	_","here's	_	_	_	_	_	0	root	_	_
the	_	_	_	_	_	4	det	_	_
digger	_	_	_	_	_	4	compound	_	_
fix	_	_	_	_	_	1	nsubj	_	_
.	_	_	_	_	_	1	punct	_	_","here	_	ADV	RB	_	_	0	root	_	_
's	_	AUX	VBZ	_	_	1	cop	_	_
the	_	DET	DT	_	_	5	det	_	_
digger	_	NOUN	NN	_	_	5	compound	_	_
fix	_	NOUN	NN	_	_	1	nsubj	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
don't know .,"don't	_	_	_	_	_	2	aux	_	_
know	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","don't	_	_	_	_	_	2	aux	_	_
know	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","do	_	AUX	VBP	_	_	3	aux	_	_
n't	_	PART	RB	_	_	3	advmod	_	_
know	_	VERB	VB	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
more like a digger .,"more	_	_	_	_	_	4	advmod	_	_
like	_	_	_	_	_	4	case	_	_
a	_	_	_	_	_	4	det	_	_
digger	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","more	_	_	_	_	_	4	advmod	_	_
like	_	_	_	_	_	4	case	_	_
a	_	_	_	_	_	4	det	_	_
digger	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","more	_	ADJ	JJR	_	_	0	root	_	_
like	_	ADP	IN	_	_	4	case	_	_
a	_	DET	DT	_	_	4	det	_	_
digger	_	NOUN	NN	_	_	1	obl	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
lot lots of fire on your side .,"lot	_	_	_	_	_	2	reparandum	_	_
lots	_	_	_	_	_	0	root	_	_
of	_	_	_	_	_	4	case	_	_
fire	_	_	_	_	_	2	nmod	_	_
on	_	_	_	_	_	7	case	_	_
your	_	_	_	_	_	7	nmod:poss	_	_
side	_	_	_	_	_	4	nmod	_	_
.	_	_	_	_	_	2	punct	_	_","lot	_	_	_	_	_	2	reparandum	_	_
lots	_	_	_	_	_	0	root	_	_
of	_	_	_	_	_	4	case	_	_
fire	_	_	_	_	_	2	nmod	_	_
on	_	_	_	_	_	7	case	_	_
your	_	_	_	_	_	7	nmod:poss	_	_
side	_	_	_	_	_	2	nmod	_	_
.	_	_	_	_	_	2	punct	_	_","lot	_	NOUN	NN	_	_	2	compound	_	_
lots	_	NOUN	NNS	_	_	0	root	_	_
of	_	ADP	IN	_	_	4	case	_	_
fire	_	NOUN	NN	_	_	2	nmod	_	_
on	_	ADP	IN	_	_	7	case	_	_
your	_	PRON	PRP$	_	_	7	nmod:poss	_	_
side	_	NOUN	NN	_	_	2	nmod	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
it's it's not lots of passengers .,"it's	_	_	_	_	_	2	reparandum	_	_
it's	_	_	_	_	_	4	nsubj	_	_
not	_	_	_	_	_	4	advmod	_	_
lots	_	_	_	_	_	0	root	_	_
of	_	_	_	_	_	6	case	_	_
passengers	_	_	_	_	_	4	nmod	_	_
.	_	_	_	_	_	4	punct	_	_","it's	_	_	_	_	_	4	reparandum	_	_
it's	_	_	_	_	_	4	cop	_	_
not	_	_	_	_	_	4	advmod	_	_
lots	_	_	_	_	_	0	root	_	_
of	_	_	_	_	_	6	case	_	_
passengers	_	_	_	_	_	4	nmod	_	_
.	_	_	_	_	_	4	punct	_	_","it	_	PRON	PRP	_	_	6	nsubj	_	_
's	_	AUX	VBZ	_	_	6	cop	_	_
it	_	PRON	PRP	_	_	6	nsubj	_	_
's	_	AUX	VBZ	_	_	6	cop	_	_
not	_	PART	RB	_	_	6	advmod	_	_
lots	_	NOUN	NNS	_	_	0	root	_	_
of	_	ADP	IN	_	_	8	case	_	_
passengers	_	NOUN	NNS	_	_	6	nmod	_	_
.	_	PUNCT	.	_	_	6	punct	_	_"
no Mummy touch them .,"no	_	_	_	_	_	3	discourse	_	_
Mummy	_	_	_	_	_	3	vocative	_	_
touch	_	_	_	_	_	0	root	_	_
them	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	3	punct	_	_","no	_	_	_	_	_	2	det	_	_
Mummy	_	_	_	_	_	3	nsubj	_	_
touch	_	_	_	_	_	0	root	_	_
them	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	3	punct	_	_","no	_	DET	DT	_	_	2	det	_	_
Mummy	_	NOUN	NN	_	_	3	nsubj	_	_
touch	_	VERB	VB	_	_	0	root	_	_
them	_	PRON	PRP	_	_	3	obj	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
move off a minute .,"move	_	_	_	_	_	0	root	_	_
off	_	_	_	_	_	1	compound:prt	_	_
a	_	_	_	_	_	4	det	_	_
minute	_	_	_	_	_	1	obl:unmarked	_	_
.	_	_	_	_	_	1	punct	_	_","move	_	_	_	_	_	0	root	_	_
off	_	_	_	_	_	1	advmod	_	_
a	_	_	_	_	_	4	det	_	_
minute	_	_	_	_	_	1	obl:unmarked	_	_
.	_	_	_	_	_	1	punct	_	_","move	_	VERB	VB	_	_	0	root	_	_
off	_	ADP	RP	_	_	1	compound:prt	_	_
a	_	DET	DT	_	_	4	det	_	_
minute	_	NOUN	NN	_	_	1	obl:unmarked	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
