Sentence,Roberta_CDS_biaffine,Roberta_eng_biaffine,Stanza_off_the_shelf
you're cheeky Mummy .,"you're	_	_	_	_	_	2	nsubj	_	_
cheeky	_	_	_	_	_	0	root	_	_
Mummy	_	_	_	_	_	2	vocative	_	_
.	_	_	_	_	_	2	punct	_	_","you're	_	_	_	_	_	2	nsubj	_	_
cheeky	_	_	_	_	_	0	root	_	_
Mummy	_	_	_	_	_	2	vocative	_	_
.	_	_	_	_	_	2	punct	_	_","you	_	PRON	PRP	_	_	4	nsubj	_	_
're	_	AUX	VBP	_	_	4	cop	_	_
cheeky	_	ADJ	JJ	_	_	4	amod	_	_
Mummy	_	PROPN	NNP	_	_	0	root	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
where's the train ?,"where's	_	_	_	_	_	0	root	_	_
the	_	_	_	_	_	3	det	_	_
train	_	_	_	_	_	1	nsubj	_	_
?	_	_	_	_	_	1	punct	_	_","where's	_	_	_	_	_	0	root	_	_
the	_	_	_	_	_	3	det	_	_
train	_	_	_	_	_	1	nsubj	_	_
?	_	_	_	_	_	1	punct	_	_","where	_	ADV	WRB	_	_	0	root	_	_
's	_	AUX	VBZ	_	_	1	cop	_	_
the	_	DET	DT	_	_	4	det	_	_
train	_	NOUN	NN	_	_	1	nsubj	_	_
?	_	PUNCT	.	_	_	1	punct	_	_"
oh that's the car .,"oh	_	_	_	_	_	4	discourse	_	_
that's	_	_	_	_	_	4	cop	_	_
the	_	_	_	_	_	4	det	_	_
car	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","oh	_	_	_	_	_	4	discourse	_	_
that's	_	_	_	_	_	4	cop	_	_
the	_	_	_	_	_	4	det	_	_
car	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","oh	_	INTJ	UH	_	_	5	discourse	_	_
that	_	PRON	DT	_	_	5	nsubj	_	_
's	_	AUX	VBZ	_	_	5	cop	_	_
the	_	DET	DT	_	_	5	det	_	_
car	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	5	punct	_	_"
that's mine .,"that's	_	_	_	_	_	2	nsubj	_	_
mine	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","that's	_	_	_	_	_	2	nsubj	_	_
mine	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","that	_	PRON	DT	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	cop	_	_
mine	_	PRON	PRP	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
that's mine .,"that's	_	_	_	_	_	2	nsubj	_	_
mine	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","that's	_	_	_	_	_	2	nsubj	_	_
mine	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","that	_	PRON	DT	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	cop	_	_
mine	_	PRON	PRP	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
there's a fireman in there .,"there's	_	_	_	_	_	3	expl	_	_
a	_	_	_	_	_	3	det	_	_
fireman	_	_	_	_	_	0	root	_	_
in	_	_	_	_	_	5	case	_	_
there	_	_	_	_	_	3	advmod	_	_
.	_	_	_	_	_	3	punct	_	_","there's	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	3	det	_	_
fireman	_	_	_	_	_	1	nsubj	_	_
in	_	_	_	_	_	5	case	_	_
there	_	_	_	_	_	1	obl	_	_
.	_	_	_	_	_	1	punct	_	_","there	_	PRON	EX	_	_	2	expl	_	_
's	_	VERB	VBZ	_	_	0	root	_	_
a	_	DET	DT	_	_	4	det	_	_
fireman	_	NOUN	NN	_	_	2	nsubj	_	_
in	_	ADP	IN	_	_	6	case	_	_
there	_	ADV	RB	_	_	2	obl	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
"thanks , Mummy .","thanks	_	_	_	_	_	0	root	_	_
,	_	_	_	_	_	1	punct	_	_
Mummy	_	_	_	_	_	1	vocative	_	_
.	_	_	_	_	_	1	punct	_	_","thanks	_	_	_	_	_	0	root	_	_
,	_	_	_	_	_	3	punct	_	_
Mummy	_	_	_	_	_	1	vocative	_	_
.	_	_	_	_	_	1	punct	_	_","thanks	_	NOUN	NN	_	_	0	root	_	_
,	_	PUNCT	,	_	_	3	punct	_	_
Mummy	_	PROPN	NNP	_	_	1	vocative	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
uh no thanks .,"uh	_	_	_	_	_	3	discourse	_	_
no	_	_	_	_	_	3	det	_	_
thanks	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","uh	_	_	_	_	_	3	discourse	_	_
no	_	_	_	_	_	3	discourse	_	_
thanks	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","uh	_	INTJ	UH	_	_	3	discourse	_	_
no	_	DET	DT	_	_	3	det	_	_
thanks	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
tea uh tea .,"tea	_	_	_	_	_	0	root	_	_
uh	_	_	_	_	_	3	discourse	_	_
tea	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","tea	_	_	_	_	_	0	root	_	_
uh	_	_	_	_	_	3	discourse	_	_
tea	_	_	_	_	_	1	parataxis	_	_
.	_	_	_	_	_	1	punct	_	_","tea	_	NOUN	NN	_	_	3	compound	_	_
uh	_	INTJ	UH	_	_	3	discourse	_	_
tea	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
uh no no .,"uh	_	_	_	_	_	2	compound	_	_
no	_	_	_	_	_	0	root	_	_
no	_	_	_	_	_	2	conj	_	_
.	_	_	_	_	_	2	punct	_	_","uh	_	_	_	_	_	0	root	_	_
no	_	_	_	_	_	3	discourse	_	_
no	_	_	_	_	_	1	discourse	_	_
.	_	_	_	_	_	3	punct	_	_","uh	_	INTJ	UH	_	_	2	discourse	_	_
no	_	INTJ	UH	_	_	0	root	_	_
no	_	INTJ	UH	_	_	2	discourse	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
that's that's a fireman .,"that's	_	_	_	_	_	4	reparandum	_	_
that's	_	_	_	_	_	4	nsubj	_	_
a	_	_	_	_	_	4	det	_	_
fireman	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","that's	_	_	_	_	_	2	reparandum	_	_
that's	_	_	_	_	_	4	nsubj	_	_
a	_	_	_	_	_	4	det	_	_
fireman	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","that	_	PRON	DT	_	_	6	nsubj	_	_
's	_	AUX	VBZ	_	_	6	cop	_	_
that	_	PRON	DT	_	_	6	nsubj	_	_
's	_	AUX	VBZ	_	_	6	cop	_	_
a	_	DET	DT	_	_	6	det	_	_
fireman	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	6	punct	_	_"
that's a fireman .,"that's	_	_	_	_	_	3	nsubj	_	_
a	_	_	_	_	_	3	det	_	_
fireman	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","that's	_	_	_	_	_	3	cop	_	_
a	_	_	_	_	_	3	det	_	_
fireman	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","that	_	PRON	DT	_	_	4	nsubj	_	_
's	_	AUX	VBZ	_	_	4	cop	_	_
a	_	DET	DT	_	_	4	det	_	_
fireman	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
you're being naughty .,"you're	_	_	_	_	_	3	nsubj	_	_
being	_	_	_	_	_	3	cop	_	_
naughty	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","you're	_	_	_	_	_	3	nsubj	_	_
being	_	_	_	_	_	3	cop	_	_
naughty	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","you	_	PRON	PRP	_	_	4	nsubj	_	_
're	_	AUX	VBP	_	_	4	aux	_	_
being	_	AUX	VBG	_	_	4	cop	_	_
naughty	_	ADJ	JJ	_	_	0	root	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
here you are .,"here	_	_	_	_	_	0	root	_	_
you	_	_	_	_	_	1	nsubj	_	_
are	_	_	_	_	_	1	cop	_	_
.	_	_	_	_	_	1	punct	_	_","here	_	_	_	_	_	0	root	_	_
you	_	_	_	_	_	1	nsubj	_	_
are	_	_	_	_	_	1	cop	_	_
.	_	_	_	_	_	1	punct	_	_","here	_	ADV	RB	_	_	0	root	_	_
you	_	PRON	PRP	_	_	3	nsubj	_	_
are	_	AUX	VBP	_	_	1	cop	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
"another cuddle , Aunty Dipsy .","another	_	_	_	_	_	2	det	_	_
cuddle	_	_	_	_	_	0	root	_	_
,	_	_	_	_	_	2	vocative	_	_
Aunty	_	_	_	_	_	2	vocative	_	_
Dipsy	_	_	_	_	_	4	flat	_	_
.	_	_	_	_	_	2	punct	_	_","another	_	_	_	_	_	2	det	_	_
cuddle	_	_	_	_	_	0	root	_	_
,	_	_	_	_	_	5	punct	_	_
Aunty	_	_	_	_	_	5	nmod:desc	_	_
Dipsy	_	_	_	_	_	2	vocative	_	_
.	_	_	_	_	_	2	punct	_	_","another	_	DET	DT	_	_	2	det	_	_
cuddle	_	NOUN	NN	_	_	0	root	_	_
,	_	PUNCT	,	_	_	4	punct	_	_
Aunty	_	PROPN	NNP	_	_	2	appos	_	_
Dipsy	_	PROPN	NNP	_	_	4	flat	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
hello Aunty Dipsy .,"hello	_	_	_	_	_	0	root	_	_
Aunty	_	_	_	_	_	1	vocative	_	_
Dipsy	_	_	_	_	_	2	flat	_	_
.	_	_	_	_	_	1	punct	_	_","hello	_	_	_	_	_	0	root	_	_
Aunty	_	_	_	_	_	3	nmod:desc	_	_
Dipsy	_	_	_	_	_	1	vocative	_	_
.	_	_	_	_	_	1	punct	_	_","hello	_	INTJ	UH	_	_	0	root	_	_
Aunty	_	PROPN	NNP	_	_	1	vocative	_	_
Dipsy	_	PROPN	NNP	_	_	2	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
why are you cuddling Dipsy ?,"why	_	_	_	_	_	4	advmod	_	_
are	_	_	_	_	_	4	aux	_	_
you	_	_	_	_	_	4	nsubj	_	_
cuddling	_	_	_	_	_	0	root	_	_
Dipsy	_	_	_	_	_	4	obj	_	_
?	_	_	_	_	_	4	punct	_	_","why	_	_	_	_	_	4	advmod	_	_
are	_	_	_	_	_	4	aux	_	_
you	_	_	_	_	_	4	nsubj	_	_
cuddling	_	_	_	_	_	0	root	_	_
Dipsy	_	_	_	_	_	4	vocative	_	_
?	_	_	_	_	_	4	punct	_	_","why	_	ADV	WRB	_	_	4	advmod	_	_
are	_	AUX	VBP	_	_	4	aux	_	_
you	_	PRON	PRP	_	_	4	nsubj	_	_
cuddling	_	VERB	VBG	_	_	0	root	_	_
Dipsy	_	PROPN	NNP	_	_	4	obj	_	_
?	_	PUNCT	.	_	_	4	punct	_	_"
Aunty Dipsy .,"Aunty	_	_	_	_	_	0	root	_	_
Dipsy	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	1	punct	_	_","Aunty	_	_	_	_	_	2	nmod:desc	_	_
Dipsy	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","Aunty	_	PROPN	NNP	_	_	0	root	_	_
Dipsy	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Aunty Dipsy .,"Aunty	_	_	_	_	_	0	root	_	_
Dipsy	_	_	_	_	_	1	flat	_	_
.	_	_	_	_	_	1	punct	_	_","Aunty	_	_	_	_	_	2	nmod:desc	_	_
Dipsy	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","Aunty	_	PROPN	NNP	_	_	0	root	_	_
Dipsy	_	PROPN	NNP	_	_	1	flat	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
it's very dark in there .,"it's	_	_	_	_	_	3	cop	_	_
very	_	_	_	_	_	3	advmod	_	_
dark	_	_	_	_	_	0	root	_	_
in	_	_	_	_	_	5	case	_	_
there	_	_	_	_	_	3	obl	_	_
.	_	_	_	_	_	3	punct	_	_","it's	_	_	_	_	_	3	cop	_	_
very	_	_	_	_	_	3	advmod	_	_
dark	_	_	_	_	_	0	root	_	_
in	_	_	_	_	_	5	case	_	_
there	_	_	_	_	_	3	obl	_	_
.	_	_	_	_	_	3	punct	_	_","it	_	PRON	PRP	_	_	4	nsubj	_	_
's	_	AUX	VBZ	_	_	4	cop	_	_
very	_	ADV	RB	_	_	4	advmod	_	_
dark	_	ADJ	JJ	_	_	0	root	_	_
in	_	ADP	IN	_	_	6	case	_	_
there	_	ADV	RB	_	_	4	obl	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
Isabel's party .,"Isabel's	_	_	_	_	_	2	nmod:poss	_	_
party	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","Isabel's	_	_	_	_	_	2	nmod:poss	_	_
party	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","Isabel	_	PROPN	NNP	_	_	3	nmod:poss	_	_
's	_	PART	POS	_	_	1	case	_	_
party	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
it's orange now .,"it's	_	_	_	_	_	2	cop	_	_
orange	_	_	_	_	_	0	root	_	_
now	_	_	_	_	_	2	advmod	_	_
.	_	_	_	_	_	2	punct	_	_","it's	_	_	_	_	_	2	nsubj	_	_
orange	_	_	_	_	_	0	root	_	_
now	_	_	_	_	_	2	advmod	_	_
.	_	_	_	_	_	2	punct	_	_","it	_	PRON	PRP	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	cop	_	_
orange	_	ADJ	JJ	_	_	0	root	_	_
now	_	ADV	RB	_	_	3	advmod	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
it's orange .,"it's	_	_	_	_	_	2	cop	_	_
orange	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","it's	_	_	_	_	_	2	nsubj	_	_
orange	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","it	_	PRON	PRP	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	cop	_	_
orange	_	ADJ	JJ	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
please Mummy .,"please	_	_	_	_	_	0	root	_	_
Mummy	_	_	_	_	_	1	vocative	_	_
.	_	_	_	_	_	1	punct	_	_","please	_	_	_	_	_	2	discourse	_	_
Mummy	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","please	_	INTJ	UH	_	_	2	discourse	_	_
Mummy	_	VERB	VB	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
digger come on .,"digger	_	_	_	_	_	2	vocative	_	_
come	_	_	_	_	_	0	root	_	_
on	_	_	_	_	_	2	compound:prt	_	_
.	_	_	_	_	_	2	punct	_	_","digger	_	_	_	_	_	0	root	_	_
come	_	_	_	_	_	1	parataxis	_	_
on	_	_	_	_	_	2	compound:prt	_	_
.	_	_	_	_	_	1	punct	_	_","digger	_	NOUN	NN	_	_	2	nsubj	_	_
come	_	VERB	VB	_	_	0	root	_	_
on	_	ADP	RP	_	_	2	compound:prt	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
oh dear .,"oh	_	_	_	_	_	0	root	_	_
dear	_	_	_	_	_	1	vocative	_	_
.	_	_	_	_	_	1	punct	_	_","oh	_	_	_	_	_	2	discourse	_	_
dear	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","oh	_	INTJ	UH	_	_	2	discourse	_	_
dear	_	ADJ	JJ	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
here you are .,"here	_	_	_	_	_	0	root	_	_
you	_	_	_	_	_	1	nsubj	_	_
are	_	_	_	_	_	1	cop	_	_
.	_	_	_	_	_	1	punct	_	_","here	_	_	_	_	_	0	root	_	_
you	_	_	_	_	_	1	nsubj	_	_
are	_	_	_	_	_	1	cop	_	_
.	_	_	_	_	_	1	punct	_	_","here	_	ADV	RB	_	_	0	root	_	_
you	_	PRON	PRP	_	_	3	nsubj	_	_
are	_	AUX	VBP	_	_	1	cop	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
here you are .,"here	_	_	_	_	_	0	root	_	_
you	_	_	_	_	_	1	nsubj	_	_
are	_	_	_	_	_	1	cop	_	_
.	_	_	_	_	_	1	punct	_	_","here	_	_	_	_	_	0	root	_	_
you	_	_	_	_	_	1	nsubj	_	_
are	_	_	_	_	_	1	cop	_	_
.	_	_	_	_	_	1	punct	_	_","here	_	ADV	RB	_	_	0	root	_	_
you	_	PRON	PRP	_	_	3	nsubj	_	_
are	_	AUX	VBP	_	_	1	cop	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
Rosie's got this one .,"Rosie's	_	_	_	_	_	2	nsubj	_	_
got	_	_	_	_	_	0	root	_	_
this	_	_	_	_	_	4	det	_	_
one	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","Rosie's	_	_	_	_	_	2	nsubj	_	_
got	_	_	_	_	_	0	root	_	_
this	_	_	_	_	_	4	det	_	_
one	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","Rosie	_	PROPN	NNP	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	aux	_	_
got	_	VERB	VBN	_	_	0	root	_	_
this	_	DET	DT	_	_	5	det	_	_
one	_	NOUN	NN	_	_	3	obj	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
where's our Play Doh gone ?,"where's	_	_	_	_	_	5	advmod	_	_
our	_	_	_	_	_	4	nmod:poss	_	_
Play	_	_	_	_	_	4	compound	_	_
Doh	_	_	_	_	_	5	nsubj	_	_
gone	_	_	_	_	_	0	root	_	_
?	_	_	_	_	_	5	punct	_	_","where's	_	_	_	_	_	5	advmod	_	_
our	_	_	_	_	_	4	nmod:poss	_	_
Play	_	_	_	_	_	4	compound	_	_
Doh	_	_	_	_	_	5	nsubj	_	_
gone	_	_	_	_	_	0	root	_	_
?	_	_	_	_	_	5	punct	_	_","where	_	ADV	WRB	_	_	6	advmod	_	_
's	_	AUX	VBZ	_	_	6	cop	_	_
our	_	PRON	PRP$	_	_	4	nmod:poss	_	_
Play	_	NOUN	NN	_	_	6	nsubj	_	_
Doh	_	PROPN	NNP	_	_	6	nsubj	_	_
gone	_	ADJ	JJ	_	_	0	root	_	_
?	_	PUNCT	.	_	_	6	punct	_	_"
they can't fit .,"they	_	_	_	_	_	3	nsubj	_	_
can't	_	_	_	_	_	3	aux	_	_
fit	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","they	_	_	_	_	_	3	nsubj	_	_
can't	_	_	_	_	_	3	aux	_	_
fit	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","they	_	PRON	PRP	_	_	4	nsubj	_	_
ca	_	AUX	MD	_	_	4	aux	_	_
n't	_	PART	RB	_	_	4	advmod	_	_
fit	_	VERB	VB	_	_	0	root	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
the box can't fit .,"the	_	_	_	_	_	2	det	_	_
box	_	_	_	_	_	4	nsubj	_	_
can't	_	_	_	_	_	4	advmod	_	_
fit	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","the	_	_	_	_	_	2	det	_	_
box	_	_	_	_	_	4	nsubj	_	_
can't	_	_	_	_	_	4	advmod	_	_
fit	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","the	_	DET	DT	_	_	2	det	_	_
box	_	NOUN	NN	_	_	5	nsubj	_	_
ca	_	AUX	MD	_	_	5	aux	_	_
n't	_	PART	RB	_	_	5	advmod	_	_
fit	_	VERB	VB	_	_	0	root	_	_
.	_	PUNCT	.	_	_	5	punct	_	_"
I've got birthday cake in here .,"I've	_	_	_	_	_	2	nsubj	_	_
got	_	_	_	_	_	0	root	_	_
birthday	_	_	_	_	_	4	compound	_	_
cake	_	_	_	_	_	2	obj	_	_
in	_	_	_	_	_	6	case	_	_
here	_	_	_	_	_	2	obl	_	_
.	_	_	_	_	_	2	punct	_	_","I've	_	_	_	_	_	2	aux	_	_
got	_	_	_	_	_	0	root	_	_
birthday	_	_	_	_	_	4	compound	_	_
cake	_	_	_	_	_	2	obj	_	_
in	_	_	_	_	_	6	case	_	_
here	_	_	_	_	_	2	obl	_	_
.	_	_	_	_	_	2	punct	_	_","I	_	PRON	PRP	_	_	3	nsubj	_	_
've	_	AUX	VBP	_	_	3	aux	_	_
got	_	VERB	VBN	_	_	0	root	_	_
birthday	_	NOUN	NN	_	_	5	compound	_	_
cake	_	NOUN	NN	_	_	3	obj	_	_
in	_	ADP	IN	_	_	7	case	_	_
here	_	ADV	RB	_	_	3	obl	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
night night .,"night	_	_	_	_	_	0	root	_	_
night	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","night	_	_	_	_	_	2	compound	_	_
night	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","night	_	NOUN	NN	_	_	2	compound	_	_
night	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
night night .,"night	_	_	_	_	_	0	root	_	_
night	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","night	_	_	_	_	_	2	compound	_	_
night	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","night	_	NOUN	NN	_	_	2	compound	_	_
night	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
night night .,"night	_	_	_	_	_	0	root	_	_
night	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","night	_	_	_	_	_	2	compound	_	_
night	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","night	_	NOUN	NN	_	_	2	compound	_	_
night	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
night night .,"night	_	_	_	_	_	0	root	_	_
night	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","night	_	_	_	_	_	2	compound	_	_
night	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","night	_	NOUN	NN	_	_	2	compound	_	_
night	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
night night .,"night	_	_	_	_	_	0	root	_	_
night	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","night	_	_	_	_	_	2	compound	_	_
night	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","night	_	NOUN	NN	_	_	2	compound	_	_
night	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
where's it gone ?,"where's	_	_	_	_	_	3	advmod	_	_
it	_	_	_	_	_	3	nsubj	_	_
gone	_	_	_	_	_	0	root	_	_
?	_	_	_	_	_	3	punct	_	_","where's	_	_	_	_	_	3	advmod	_	_
it	_	_	_	_	_	3	nsubj	_	_
gone	_	_	_	_	_	0	root	_	_
?	_	_	_	_	_	3	punct	_	_","where	_	ADV	WRB	_	_	4	advmod	_	_
's	_	AUX	VBZ	_	_	4	cop	_	_
it	_	PRON	PRP	_	_	4	nsubj	_	_
gone	_	ADJ	JJ	_	_	0	root	_	_
?	_	PUNCT	.	_	_	4	punct	_	_"
grandma's bringing a bigger one .,"grandma's	_	_	_	_	_	2	nsubj	_	_
bringing	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	5	det	_	_
bigger	_	_	_	_	_	5	amod	_	_
one	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","grandma's	_	_	_	_	_	2	nsubj	_	_
bringing	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	5	det	_	_
bigger	_	_	_	_	_	5	amod	_	_
one	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","grandma	_	NOUN	NN	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	aux	_	_
bringing	_	VERB	VBG	_	_	0	root	_	_
a	_	DET	DT	_	_	6	det	_	_
bigger	_	ADJ	JJR	_	_	6	amod	_	_
one	_	NOUN	NN	_	_	3	obj	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
grandma's bringing a bigger one .,"grandma's	_	_	_	_	_	2	nsubj	_	_
bringing	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	5	det	_	_
bigger	_	_	_	_	_	5	amod	_	_
one	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","grandma's	_	_	_	_	_	2	nsubj	_	_
bringing	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	5	det	_	_
bigger	_	_	_	_	_	5	amod	_	_
one	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","grandma	_	NOUN	NN	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	aux	_	_
bringing	_	VERB	VBG	_	_	0	root	_	_
a	_	DET	DT	_	_	6	det	_	_
bigger	_	ADJ	JJR	_	_	6	amod	_	_
one	_	NOUN	NN	_	_	3	obj	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
night night .,"night	_	_	_	_	_	0	root	_	_
night	_	_	_	_	_	1	conj	_	_
.	_	_	_	_	_	1	punct	_	_","night	_	_	_	_	_	2	compound	_	_
night	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","night	_	NOUN	NN	_	_	2	compound	_	_
night	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
mummy sing Rockabye baby .,"mummy	_	_	_	_	_	2	nsubj	_	_
sing	_	_	_	_	_	0	root	_	_
Rockabye	_	_	_	_	_	2	obj	_	_
baby	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","mummy	_	_	_	_	_	2	vocative	_	_
sing	_	_	_	_	_	0	root	_	_
Rockabye	_	_	_	_	_	4	compound	_	_
baby	_	_	_	_	_	2	vocative	_	_
.	_	_	_	_	_	2	punct	_	_","mummy	_	NOUN	NN	_	_	2	nsubj	_	_
sing	_	VERB	VB	_	_	0	root	_	_
Rockabye	_	PROPN	NNP	_	_	4	compound	_	_
baby	_	NOUN	NN	_	_	2	obj	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
I won't break them .,"I	_	_	_	_	_	3	nsubj	_	_
won't	_	_	_	_	_	3	aux	_	_
break	_	_	_	_	_	0	root	_	_
them	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	3	punct	_	_","I	_	_	_	_	_	3	nsubj	_	_
won't	_	_	_	_	_	3	aux	_	_
break	_	_	_	_	_	0	root	_	_
them	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	3	punct	_	_","I	_	PRON	PRP	_	_	4	nsubj	_	_
wo	_	AUX	MD	_	_	4	aux	_	_
n't	_	PART	RB	_	_	4	advmod	_	_
break	_	VERB	VB	_	_	0	root	_	_
them	_	PRON	PRP	_	_	4	obj	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
