Sentence,Roberta_CDS_biaffine,Roberta_eng_biaffine,Stanza_off_the_shelf
fire engine coming nee nah .,"fire	_	_	_	_	_	2	compound	_	_
engine	_	_	_	_	_	3	nsubj	_	_
coming	_	_	_	_	_	0	root	_	_
nee	_	_	_	_	_	3	discourse	_	_
nah	_	_	_	_	_	4	discourse	_	_
.	_	_	_	_	_	3	punct	_	_","fire	_	_	_	_	_	2	compound	_	_
engine	_	_	_	_	_	3	nsubj	_	_
coming	_	_	_	_	_	0	root	_	_
nee	_	_	_	_	_	3	discourse	_	_
nah	_	_	_	_	_	3	discourse	_	_
.	_	_	_	_	_	3	punct	_	_","fire	_	NOUN	NN	_	_	2	compound	_	_
engine	_	NOUN	NN	_	_	3	nsubj	_	_
coming	_	VERB	VBG	_	_	0	root	_	_
nee	_	INTJ	UH	_	_	3	discourse	_	_
nah	_	INTJ	UH	_	_	3	discourse	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
"that's very clever you , Mummy .","that's	_	_	_	_	_	3	nsubj	_	_
very	_	_	_	_	_	3	advmod	_	_
clever	_	_	_	_	_	0	root	_	_
you	_	_	_	_	_	3	parataxis	_	_
,	_	_	_	_	_	4	punct	_	_
Mummy	_	_	_	_	_	3	vocative	_	_
.	_	_	_	_	_	3	punct	_	_","that's	_	_	_	_	_	3	cop	_	_
very	_	_	_	_	_	3	advmod	_	_
clever	_	_	_	_	_	0	root	_	_
you	_	_	_	_	_	3	parataxis	_	_
,	_	_	_	_	_	6	punct	_	_
Mummy	_	_	_	_	_	3	vocative	_	_
.	_	_	_	_	_	3	punct	_	_","that	_	PRON	DT	_	_	4	nsubj	_	_
's	_	AUX	VBZ	_	_	4	cop	_	_
very	_	ADV	RB	_	_	4	advmod	_	_
clever	_	ADJ	JJ	_	_	0	root	_	_
you	_	PRON	PRP	_	_	4	vocative	_	_
,	_	PUNCT	,	_	_	7	punct	_	_
Mummy	_	PROPN	NNP	_	_	4	vocative	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
I driving off .,"I	_	_	_	_	_	2	nsubj	_	_
driving	_	_	_	_	_	0	root	_	_
off	_	_	_	_	_	2	advmod	_	_
.	_	_	_	_	_	2	punct	_	_","I	_	_	_	_	_	2	nsubj	_	_
driving	_	_	_	_	_	0	root	_	_
off	_	_	_	_	_	2	advmod	_	_
.	_	_	_	_	_	2	punct	_	_","I	_	PRON	PRP	_	_	2	nsubj	_	_
driving	_	VERB	VBG	_	_	0	root	_	_
off	_	ADP	RP	_	_	2	compound:prt	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
that near that flower .,"that	_	_	_	_	_	4	nsubj	_	_
near	_	_	_	_	_	4	case	_	_
that	_	_	_	_	_	4	det	_	_
flower	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","that	_	_	_	_	_	4	nsubj	_	_
near	_	_	_	_	_	4	case	_	_
that	_	_	_	_	_	4	det	_	_
flower	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","that	_	PRON	DT	_	_	0	root	_	_
near	_	ADP	IN	_	_	4	case	_	_
that	_	DET	DT	_	_	4	det	_	_
flower	_	NOUN	NN	_	_	1	nmod	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
I mend I mend your fire .,"I	_	_	_	_	_	2	nsubj	_	_
mend	_	_	_	_	_	4	reparandum	_	_
I	_	_	_	_	_	4	nsubj	_	_
mend	_	_	_	_	_	0	root	_	_
your	_	_	_	_	_	6	nmod:poss	_	_
fire	_	_	_	_	_	4	obj	_	_
.	_	_	_	_	_	4	punct	_	_","I	_	_	_	_	_	2	nsubj	_	_
mend	_	_	_	_	_	4	reparandum	_	_
I	_	_	_	_	_	4	nsubj	_	_
mend	_	_	_	_	_	0	root	_	_
your	_	_	_	_	_	6	nmod:poss	_	_
fire	_	_	_	_	_	4	obj	_	_
.	_	_	_	_	_	4	punct	_	_","I	_	PRON	PRP	_	_	2	nsubj	_	_
mend	_	VERB	VBP	_	_	0	root	_	_
I	_	PRON	PRP	_	_	4	nsubj	_	_
mend	_	VERB	VBP	_	_	2	ccomp	_	_
your	_	PRON	PRP$	_	_	6	nmod:poss	_	_
fire	_	NOUN	NN	_	_	4	obj	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
you're being naughty a policemen will .,"you're	_	_	_	_	_	3	nsubj	_	_
being	_	_	_	_	_	3	cop	_	_
naughty	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	5	det	_	_
policemen	_	_	_	_	_	6	nsubj	_	_
will	_	_	_	_	_	3	parataxis	_	_
.	_	_	_	_	_	3	punct	_	_","you're	_	_	_	_	_	3	nsubj	_	_
being	_	_	_	_	_	3	cop	_	_
naughty	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	6	det	_	_
policemen	_	_	_	_	_	6	nsubj	_	_
will	_	_	_	_	_	3	parataxis	_	_
.	_	_	_	_	_	3	punct	_	_","you	_	PRON	PRP	_	_	4	nsubj	_	_
're	_	AUX	VBP	_	_	4	aux	_	_
being	_	AUX	VBG	_	_	4	cop	_	_
naughty	_	ADJ	JJ	_	_	0	root	_	_
a	_	DET	DT	_	_	6	det	_	_
policemen	_	NOUN	NNS	_	_	7	nsubj	_	_
will	_	AUX	MD	_	_	4	ccomp	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
"you Mummy have another cuddle , Tinky Winky .","you	_	_	_	_	_	3	nsubj	_	_
Mummy	_	_	_	_	_	3	vocative	_	_
have	_	_	_	_	_	0	root	_	_
another	_	_	_	_	_	5	det	_	_
cuddle	_	_	_	_	_	3	obj	_	_
,	_	_	_	_	_	3	discourse	_	_
Tinky	_	_	_	_	_	3	vocative	_	_
Winky	_	_	_	_	_	7	flat	_	_
.	_	_	_	_	_	3	punct	_	_","you	_	_	_	_	_	3	nsubj	_	_
Mummy	_	_	_	_	_	3	vocative	_	_
have	_	_	_	_	_	0	root	_	_
another	_	_	_	_	_	5	det	_	_
cuddle	_	_	_	_	_	3	obj	_	_
,	_	_	_	_	_	7	punct	_	_
Tinky	_	_	_	_	_	3	vocative	_	_
Winky	_	_	_	_	_	7	flat	_	_
.	_	_	_	_	_	3	punct	_	_","you	_	PRON	PRP	_	_	2	dep	_	_
Mummy	_	NOUN	NN	_	_	3	nsubj	_	_
have	_	VERB	VBP	_	_	0	root	_	_
another	_	DET	DT	_	_	5	det	_	_
cuddle	_	NOUN	NN	_	_	3	obj	_	_
,	_	PUNCT	,	_	_	7	punct	_	_
Tinky	_	PROPN	NNP	_	_	5	appos	_	_
Winky	_	PROPN	NNP	_	_	7	flat	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
kiss Dipsy hair .,"kiss	_	_	_	_	_	0	root	_	_
Dipsy	_	_	_	_	_	3	nmod:poss	_	_
hair	_	_	_	_	_	1	obj	_	_
.	_	_	_	_	_	1	punct	_	_","kiss	_	_	_	_	_	0	root	_	_
Dipsy	_	_	_	_	_	3	amod	_	_
hair	_	_	_	_	_	1	obj	_	_
.	_	_	_	_	_	1	punct	_	_","kiss	_	VERB	VB	_	_	0	root	_	_
Dipsy	_	PROPN	NNP	_	_	3	compound	_	_
hair	_	NOUN	NN	_	_	1	obj	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
it's nice police car .,"it's	_	_	_	_	_	4	nsubj	_	_
nice	_	_	_	_	_	4	amod	_	_
police	_	_	_	_	_	4	compound	_	_
car	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","it's	_	_	_	_	_	4	cop	_	_
nice	_	_	_	_	_	4	amod	_	_
police	_	_	_	_	_	4	compound	_	_
car	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","it	_	PRON	PRP	_	_	5	nsubj	_	_
's	_	AUX	VBZ	_	_	5	cop	_	_
nice	_	ADJ	JJ	_	_	5	amod	_	_
police	_	NOUN	NN	_	_	5	compound	_	_
car	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	5	punct	_	_"
bit orange .,"bit	_	_	_	_	_	2	obl:npmod	_	_
orange	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","bit	_	_	_	_	_	2	obl:unmarked	_	_
orange	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","bit	_	NOUN	NN	_	_	2	obl:unmarked	_	_
orange	_	ADJ	JJ	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
that not flashing .,"that	_	_	_	_	_	3	nsubj	_	_
not	_	_	_	_	_	3	advmod	_	_
flashing	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","that	_	_	_	_	_	3	nsubj	_	_
not	_	_	_	_	_	3	advmod	_	_
flashing	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","that	_	SCONJ	IN	_	_	3	mark	_	_
not	_	PART	RB	_	_	3	advmod	_	_
flashing	_	VERB	VBG	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
want I want a dig Smarties .,"want	_	_	_	_	_	2	reparandum	_	_
I	_	_	_	_	_	3	nsubj	_	_
want	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	5	det	_	_
dig	_	_	_	_	_	3	obj	_	_
Smarties	_	_	_	_	_	3	vocative	_	_
.	_	_	_	_	_	3	punct	_	_","want	_	_	_	_	_	3	reparandum	_	_
I	_	_	_	_	_	3	nsubj	_	_
want	_	_	_	_	_	0	root	_	_
a	_	_	_	_	_	5	det	_	_
dig	_	_	_	_	_	3	obj	_	_
Smarties	_	_	_	_	_	3	vocative	_	_
.	_	_	_	_	_	3	punct	_	_","want	_	VERB	VBP	_	_	0	root	_	_
I	_	PRON	PRP	_	_	3	nsubj	_	_
want	_	VERB	VBP	_	_	1	ccomp	_	_
a	_	DET	DT	_	_	6	det	_	_
dig	_	NOUN	NN	_	_	6	compound	_	_
Smarties	_	NOUN	NNS	_	_	3	obj	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
wanna to dig snow .,"wanna	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	3	mark	_	_
dig	_	_	_	_	_	1	xcomp	_	_
snow	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	1	punct	_	_","wanna	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	3	mark	_	_
dig	_	_	_	_	_	1	xcomp	_	_
snow	_	_	_	_	_	3	obj	_	_
.	_	_	_	_	_	1	punct	_	_","wan	_	VERB	VBP	_	_	0	root	_	_
na	_	PART	TO	_	_	4	mark	_	_
to	_	PART	TO	_	_	4	mark	_	_
dig	_	VERB	VB	_	_	1	xcomp	_	_
snow	_	NOUN	NN	_	_	4	obj	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
I'd like Smarties dig snow .,"I'd	_	_	_	_	_	2	nsubj	_	_
like	_	_	_	_	_	0	root	_	_
Smarties	_	_	_	_	_	4	nsubj	_	_
dig	_	_	_	_	_	2	xcomp	_	_
snow	_	_	_	_	_	4	obj	_	_
.	_	_	_	_	_	2	punct	_	_","I'd	_	_	_	_	_	2	nsubj	_	_
like	_	_	_	_	_	0	root	_	_
Smarties	_	_	_	_	_	4	nsubj	_	_
dig	_	_	_	_	_	2	xcomp	_	_
snow	_	_	_	_	_	4	obj	_	_
.	_	_	_	_	_	2	punct	_	_","I	_	PRON	PRP	_	_	3	nsubj	_	_
'd	_	AUX	MD	_	_	3	aux	_	_
like	_	VERB	VB	_	_	0	root	_	_
Smarties	_	PROPN	NNPS	_	_	3	obj	_	_
dig	_	VERB	VB	_	_	3	xcomp	_	_
snow	_	NOUN	NN	_	_	5	obj	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
a digs more digs Smarties .,"a	_	_	_	_	_	2	discourse	_	_
digs	_	_	_	_	_	0	root	_	_
more	_	_	_	_	_	4	amod	_	_
digs	_	_	_	_	_	2	parataxis	_	_
Smarties	_	_	_	_	_	4	vocative	_	_
.	_	_	_	_	_	2	punct	_	_","a	_	_	_	_	_	2	nsubj	_	_
digs	_	_	_	_	_	0	root	_	_
more	_	_	_	_	_	4	amod	_	_
digs	_	_	_	_	_	2	obj	_	_
Smarties	_	_	_	_	_	2	vocative	_	_
.	_	_	_	_	_	2	punct	_	_","a	_	DET	DT	_	_	2	nsubj	_	_
digs	_	VERB	VBZ	_	_	0	root	_	_
more	_	ADJ	JJR	_	_	5	amod	_	_
digs	_	NOUN	NNS	_	_	5	compound	_	_
Smarties	_	NOUN	NNS	_	_	2	obj	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
digger digger going to dig Smarties .,"digger	_	_	_	_	_	3	reparandum	_	_
digger	_	_	_	_	_	1	conj	_	_
going	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	5	mark	_	_
dig	_	_	_	_	_	3	xcomp	_	_
Smarties	_	_	_	_	_	5	obj	_	_
.	_	_	_	_	_	1	punct	_	_","digger	_	_	_	_	_	3	discourse	_	_
digger	_	_	_	_	_	3	discourse	_	_
going	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	5	mark	_	_
dig	_	_	_	_	_	3	xcomp	_	_
Smarties	_	_	_	_	_	5	obj	_	_
.	_	_	_	_	_	3	punct	_	_","digger	_	NOUN	NN	_	_	2	compound	_	_
digger	_	NOUN	NN	_	_	3	nsubj	_	_
going	_	VERB	VBG	_	_	0	root	_	_
to	_	ADP	IN	_	_	6	case	_	_
dig	_	VERB	VB	_	_	6	compound	_	_
Smarties	_	PROPN	NNPS	_	_	3	obl	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
put digger it's in the pot .,"put	_	_	_	_	_	0	root	_	_
digger	_	_	_	_	_	1	obj	_	_
it's	_	_	_	_	_	6	cop	_	_
in	_	_	_	_	_	6	case	_	_
the	_	_	_	_	_	6	det	_	_
pot	_	_	_	_	_	1	parataxis	_	_
.	_	_	_	_	_	1	punct	_	_","put	_	_	_	_	_	0	root	_	_
digger	_	_	_	_	_	1	obj	_	_
it's	_	_	_	_	_	6	nsubj	_	_
in	_	_	_	_	_	6	case	_	_
the	_	_	_	_	_	6	det	_	_
pot	_	_	_	_	_	1	parataxis	_	_
.	_	_	_	_	_	1	punct	_	_","put	_	VERB	VB	_	_	0	root	_	_
digger	_	NOUN	NN	_	_	1	obj	_	_
it	_	PRON	PRP	_	_	7	nsubj	_	_
's	_	AUX	VBZ	_	_	7	cop	_	_
in	_	ADP	IN	_	_	7	case	_	_
the	_	DET	DT	_	_	7	det	_	_
pot	_	NOUN	NN	_	_	1	advcl	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
this can't fit on .,"this	_	_	_	_	_	3	nsubj	_	_
can't	_	_	_	_	_	3	aux	_	_
fit	_	_	_	_	_	0	root	_	_
on	_	_	_	_	_	3	advmod	_	_
.	_	_	_	_	_	3	punct	_	_","this	_	_	_	_	_	3	nsubj	_	_
can't	_	_	_	_	_	3	aux	_	_
fit	_	_	_	_	_	0	root	_	_
on	_	_	_	_	_	3	advmod	_	_
.	_	_	_	_	_	3	punct	_	_","this	_	PRON	DT	_	_	4	nsubj	_	_
ca	_	AUX	MD	_	_	4	aux	_	_
n't	_	PART	RB	_	_	4	advmod	_	_
fit	_	VERB	VB	_	_	0	root	_	_
on	_	ADP	IN	_	_	4	advmod	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
this one can't fit on .,"this	_	_	_	_	_	2	det	_	_
one	_	_	_	_	_	4	nsubj	_	_
can't	_	_	_	_	_	4	aux	_	_
fit	_	_	_	_	_	0	root	_	_
on	_	_	_	_	_	4	advmod	_	_
.	_	_	_	_	_	4	punct	_	_","this	_	_	_	_	_	2	det	_	_
one	_	_	_	_	_	4	nsubj	_	_
can't	_	_	_	_	_	4	advmod	_	_
fit	_	_	_	_	_	0	root	_	_
on	_	_	_	_	_	4	compound:prt	_	_
.	_	_	_	_	_	4	punct	_	_","this	_	DET	DT	_	_	2	det	_	_
one	_	NOUN	NN	_	_	5	nsubj	_	_
ca	_	AUX	MD	_	_	5	aux	_	_
n't	_	PART	RB	_	_	5	advmod	_	_
fit	_	VERB	VB	_	_	0	root	_	_
on	_	ADP	IN	_	_	5	advmod	_	_
.	_	PUNCT	.	_	_	5	punct	_	_"
boxes can't fit .,"boxes	_	_	_	_	_	3	nsubj	_	_
can't	_	_	_	_	_	3	advmod	_	_
fit	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","boxes	_	_	_	_	_	3	nsubj	_	_
can't	_	_	_	_	_	3	aux	_	_
fit	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","boxes	_	NOUN	NNS	_	_	4	nsubj	_	_
ca	_	AUX	MD	_	_	4	aux	_	_
n't	_	PART	RB	_	_	4	advmod	_	_
fit	_	VERB	VB	_	_	0	root	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
boxes can't fit .,"boxes	_	_	_	_	_	3	nsubj	_	_
can't	_	_	_	_	_	3	advmod	_	_
fit	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","boxes	_	_	_	_	_	3	nsubj	_	_
can't	_	_	_	_	_	3	aux	_	_
fit	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","boxes	_	NOUN	NNS	_	_	4	nsubj	_	_
ca	_	AUX	MD	_	_	4	aux	_	_
n't	_	PART	RB	_	_	4	advmod	_	_
fit	_	VERB	VB	_	_	0	root	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
it coming out !,"it	_	_	_	_	_	2	nsubj	_	_
coming	_	_	_	_	_	0	root	_	_
out	_	_	_	_	_	2	advmod	_	_
!	_	_	_	_	_	2	punct	_	_","it	_	_	_	_	_	2	nsubj	_	_
coming	_	_	_	_	_	0	root	_	_
out	_	_	_	_	_	2	compound:prt	_	_
!	_	_	_	_	_	2	punct	_	_","it	_	PRON	PRP	_	_	2	nsubj	_	_
coming	_	VERB	VBG	_	_	0	root	_	_
out	_	ADP	RP	_	_	2	compound:prt	_	_
!	_	PUNCT	.	_	_	2	punct	_	_"
where my slippers gone ?,"where	_	_	_	_	_	4	advmod	_	_
my	_	_	_	_	_	3	nmod:poss	_	_
slippers	_	_	_	_	_	4	nsubj	_	_
gone	_	_	_	_	_	0	root	_	_
?	_	_	_	_	_	4	punct	_	_","where	_	_	_	_	_	4	aux	_	_
my	_	_	_	_	_	3	nmod:poss	_	_
slippers	_	_	_	_	_	4	nsubj	_	_
gone	_	_	_	_	_	0	root	_	_
?	_	_	_	_	_	4	punct	_	_","where	_	ADV	WRB	_	_	4	advmod	_	_
my	_	PRON	PRP$	_	_	3	nmod:poss	_	_
slippers	_	NOUN	NNS	_	_	4	nsubj	_	_
gone	_	VERB	VBD	_	_	0	root	_	_
?	_	PUNCT	.	_	_	4	punct	_	_"
you you sitting on .,"you	_	_	_	_	_	2	reparandum	_	_
you	_	_	_	_	_	3	nsubj	_	_
sitting	_	_	_	_	_	0	root	_	_
on	_	_	_	_	_	3	obl	_	_
.	_	_	_	_	_	3	punct	_	_","you	_	_	_	_	_	3	nsubj	_	_
you	_	_	_	_	_	3	nsubj	_	_
sitting	_	_	_	_	_	0	root	_	_
on	_	_	_	_	_	3	obl	_	_
.	_	_	_	_	_	3	punct	_	_","you	_	PRON	PRP	_	_	3	nsubj	_	_
you	_	PRON	PRP	_	_	3	nsubj	_	_
sitting	_	VERB	VBG	_	_	0	root	_	_
on	_	ADP	IN	_	_	3	obl	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
a poorly there .,"a	_	_	_	_	_	2	discourse	_	_
poorly	_	_	_	_	_	3	advmod	_	_
there	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","a	_	_	_	_	_	2	det	_	_
poorly	_	_	_	_	_	0	root	_	_
there	_	_	_	_	_	2	advmod	_	_
.	_	_	_	_	_	2	punct	_	_","a	_	DET	DT	_	_	3	det	_	_
poorly	_	ADV	RB	_	_	3	advmod	_	_
there	_	ADV	RB	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
don't want kiss it better .,"don't	_	_	_	_	_	2	aux	_	_
want	_	_	_	_	_	0	root	_	_
kiss	_	_	_	_	_	2	xcomp	_	_
it	_	_	_	_	_	3	obj	_	_
better	_	_	_	_	_	3	advmod	_	_
.	_	_	_	_	_	2	punct	_	_","don't	_	_	_	_	_	2	aux	_	_
want	_	_	_	_	_	0	root	_	_
kiss	_	_	_	_	_	2	xcomp	_	_
it	_	_	_	_	_	3	obj	_	_
better	_	_	_	_	_	3	advmod	_	_
.	_	_	_	_	_	2	punct	_	_","do	_	AUX	VBP	_	_	3	aux	_	_
n't	_	PART	RB	_	_	3	advmod	_	_
want	_	VERB	VB	_	_	0	root	_	_
kiss	_	VERB	VB	_	_	3	xcomp	_	_
it	_	PRON	PRP	_	_	4	obj	_	_
better	_	ADJ	JJR	_	_	4	xcomp	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
mummy have another apple ?,"mummy	_	_	_	_	_	2	vocative	_	_
have	_	_	_	_	_	0	root	_	_
another	_	_	_	_	_	4	det	_	_
apple	_	_	_	_	_	2	obj	_	_
?	_	_	_	_	_	2	punct	_	_","mummy	_	_	_	_	_	2	vocative	_	_
have	_	_	_	_	_	0	root	_	_
another	_	_	_	_	_	4	det	_	_
apple	_	_	_	_	_	2	obj	_	_
?	_	_	_	_	_	2	punct	_	_","mummy	_	NOUN	NN	_	_	2	nsubj	_	_
have	_	VERB	VB	_	_	0	root	_	_
another	_	DET	DT	_	_	4	det	_	_
apple	_	NOUN	NN	_	_	2	obj	_	_
?	_	PUNCT	.	_	_	2	punct	_	_"
mummy get orange .,"mummy	_	_	_	_	_	2	vocative	_	_
get	_	_	_	_	_	0	root	_	_
orange	_	_	_	_	_	2	obj	_	_
.	_	_	_	_	_	2	punct	_	_","mummy	_	_	_	_	_	2	nsubj	_	_
get	_	_	_	_	_	0	root	_	_
orange	_	_	_	_	_	2	xcomp	_	_
.	_	_	_	_	_	2	punct	_	_","mummy	_	NOUN	NN	_	_	2	nsubj	_	_
get	_	VERB	VB	_	_	0	root	_	_
orange	_	ADJ	JJ	_	_	2	xcomp	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
you go away because Jack want a come .,"you	_	_	_	_	_	2	nsubj	_	_
go	_	_	_	_	_	0	root	_	_
away	_	_	_	_	_	2	advmod	_	_
because	_	_	_	_	_	6	mark	_	_
Jack	_	_	_	_	_	6	nsubj	_	_
want	_	_	_	_	_	2	advcl	_	_
a	_	_	_	_	_	8	det	_	_
come	_	_	_	_	_	6	xcomp	_	_
.	_	_	_	_	_	2	punct	_	_","you	_	_	_	_	_	2	nsubj	_	_
go	_	_	_	_	_	0	root	_	_
away	_	_	_	_	_	2	advmod	_	_
because	_	_	_	_	_	6	mark	_	_
Jack	_	_	_	_	_	6	nsubj	_	_
want	_	_	_	_	_	2	advcl	_	_
a	_	_	_	_	_	8	det	_	_
come	_	_	_	_	_	6	xcomp	_	_
.	_	_	_	_	_	2	punct	_	_","you	_	PRON	PRP	_	_	2	nsubj	_	_
go	_	VERB	VBP	_	_	0	root	_	_
away	_	ADV	RB	_	_	2	advmod	_	_
because	_	SCONJ	IN	_	_	6	mark	_	_
Jack	_	PROPN	NNP	_	_	6	nsubj	_	_
want	_	VERB	VBP	_	_	2	advcl	_	_
a	_	DET	DT	_	_	8	det	_	_
come	_	NOUN	NN	_	_	6	obj	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
"nothing have to come , Jack .","nothing	_	_	_	_	_	2	nsubj	_	_
have	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	4	mark	_	_
come	_	_	_	_	_	2	xcomp	_	_
,	_	_	_	_	_	2	vocative	_	_
Jack	_	_	_	_	_	2	vocative	_	_
.	_	_	_	_	_	2	punct	_	_","nothing	_	_	_	_	_	2	nsubj	_	_
have	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	4	mark	_	_
come	_	_	_	_	_	2	xcomp	_	_
,	_	_	_	_	_	6	punct	_	_
Jack	_	_	_	_	_	2	vocative	_	_
.	_	_	_	_	_	2	punct	_	_","nothing	_	PRON	NN	_	_	2	nsubj	_	_
have	_	VERB	VBP	_	_	0	root	_	_
to	_	PART	TO	_	_	4	mark	_	_
come	_	VERB	VB	_	_	2	xcomp	_	_
,	_	PUNCT	,	_	_	6	punct	_	_
Jack	_	PROPN	NNP	_	_	4	vocative	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
"I'm sorry I made poo in my pants , I am .","I'm	_	_	_	_	_	2	cop	_	_
sorry	_	_	_	_	_	0	root	_	_
I	_	_	_	_	_	4	nsubj	_	_
made	_	_	_	_	_	2	ccomp	_	_
poo	_	_	_	_	_	4	obj	_	_
in	_	_	_	_	_	8	case	_	_
my	_	_	_	_	_	8	nmod:poss	_	_
pants	_	_	_	_	_	4	obl	_	_
,	_	_	_	_	_	11	mark	_	_
I	_	_	_	_	_	11	nsubj	_	_
am	_	_	_	_	_	2	parataxis	_	_
.	_	_	_	_	_	2	punct	_	_","I'm	_	_	_	_	_	2	nsubj	_	_
sorry	_	_	_	_	_	0	root	_	_
I	_	_	_	_	_	4	nsubj	_	_
made	_	_	_	_	_	2	ccomp	_	_
poo	_	_	_	_	_	4	obj	_	_
in	_	_	_	_	_	8	case	_	_
my	_	_	_	_	_	8	nmod:poss	_	_
pants	_	_	_	_	_	4	obl	_	_
,	_	_	_	_	_	11	punct	_	_
I	_	_	_	_	_	11	nsubj	_	_
am	_	_	_	_	_	2	parataxis	_	_
.	_	_	_	_	_	2	punct	_	_","I	_	PRON	PRP	_	_	3	nsubj	_	_
'm	_	AUX	VBP	_	_	3	cop	_	_
sorry	_	ADJ	JJ	_	_	0	root	_	_
I	_	PRON	PRP	_	_	5	nsubj	_	_
made	_	VERB	VBD	_	_	3	ccomp	_	_
poo	_	NOUN	NN	_	_	5	obj	_	_
in	_	ADP	IN	_	_	9	case	_	_
my	_	PRON	PRP$	_	_	9	nmod:poss	_	_
pants	_	NOUN	NNS	_	_	5	obl	_	_
,	_	PUNCT	,	_	_	12	punct	_	_
I	_	PRON	PRP	_	_	12	nsubj	_	_
am	_	AUX	VBP	_	_	3	parataxis	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
which house she go to ?,"which	_	_	_	_	_	2	det	_	_
house	_	_	_	_	_	4	obl	_	_
she	_	_	_	_	_	4	nsubj	_	_
go	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	2	case	_	_
?	_	_	_	_	_	4	punct	_	_","which	_	_	_	_	_	2	det	_	_
house	_	_	_	_	_	4	obl	_	_
she	_	_	_	_	_	4	nsubj	_	_
go	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	2	case	_	_
?	_	_	_	_	_	4	punct	_	_","which	_	DET	WDT	_	_	2	det	_	_
house	_	NOUN	NN	_	_	4	obj	_	_
she	_	PRON	PRP	_	_	4	nsubj	_	_
go	_	VERB	VB	_	_	0	root	_	_
to	_	ADP	IN	_	_	4	obl	_	_
?	_	PUNCT	.	_	_	4	punct	_	_"
